plasmid	contigs	copy_number
PBF_P1	Contig:93:81.3916:1,Contig:63:85.627:1	2.423105962156291
PBF_P2,PBF_P9	Contig:101:25.7581:1,Contig:109:29.4232:1,Contig:46:27.0836:1,Contig:57:12.251:1	0.3611168020142941
PBF_P3	Contig:135:54.4556:1,Contig:95:12.2663:1	0.47549797014701833
PBF_P4	Contig:27:12.6976:1	0.4118006840287011
PBF_P5	Contig:33:18.9659:1	0.5219541813752812
PBF_P6	Contig:67:14.2021:1	0.4318646601357124
PBF_P12,PBF_P7	Contig:32:13.01:1,Contig:132:12.6643:1	0.3607462307081732
PBF_P8	Contig:43:25.6287:1,Contig:59:18.4772:1	0.5466592491254233
PBF_P10	Contig:140:11.5609:1	0.3598996202447588
PBF_P11	Contig:65:12.783:1	0.3939803778521805
PBF_P13	Contig:24:8.99475:1	0.2793710219115351
PBF_P14	Contig:84:9.16662:1	0.2832775478399429
PBF_P15	Contig:88:8.87475:1	0.27532149040817616
PBF_P16	Contig:128:8.6308:1	0.2575039658678816
