plasmid	contigs	copy_number
PBF_P1	Contig:1:93.1918:Circ:1	1.8358813726424277
PBF_P13,PBF_P2,PBF_P47	Contig:142:36.2892:1,Contig:96:34.6601:1,Contig:153:1194.29:5p:1:11:1,Contig:153:1194.29:1,Contig:475:53.222:1,Contig:247:48.7533:1,Contig:153:1194.29:5p:1:13:1,Contig:361:72.9962:1,Contig:551:41.3117:1	0.758947917705882
PBF_P3	Contig:515:66.9113:1	1.519747257738463
PBF_P4	Contig:447:61.8178:1	1.429366148651985
PBF_P5	Contig:502:50.4188:1	1.1354932634399293
PBF_P6	Contig:98:54.1434:1	1.284311572384182
PBF_P7	Contig:363:53.2799:1	1.207714195838736
PBF_P8	Contig:242:53.9216:1	1.1985023354958002
PBF_P9	Contig:291:50.362:1	1.141664317175353
PBF_P10	Contig:282:55.9788:1	1.2606469511064313
PBF_P11	Contig:469:58.0203:1	1.302344997443822
PBF_P12	Contig:337:53.5028:1	1.2695349911354101
PBF_P14	Contig:373:45.7968:1	1.027471196096792
PBF_P15	Contig:465:52.4375:1	1.2002101834309165
PBF_P16	Contig:285:23.8241:1,Contig:513:32.9733:1	0.5003059252864949
PBF_P17	Contig:547:48.6751:1	1.1219232096167704
PBF_P18	Contig:533:52.486:1	1.2348646836325465
PBF_P19	Contig:9:42.0192:1	0.9910541355561123
PBF_P20	Contig:464:48.5436:1	1.1220774271018301
PBF_P21	Contig:255:51.0022:1	1.1772578505291742
PBF_P22	Contig:591:34.684:1	0.7951048469522937
PBF_P23	Contig:148:34.3912:1	0.7831449540318614
PBF_P24	Contig:432:37.5809:1	0.8176910091166478
PBF_P25	Contig:16:48.1491:1	1.0972764786363127
PBF_P26	Contig:249:45.7799:1	1.0432279807836442
PBF_P27	Contig:491:40.3634:1	0.9190912830499204
PBF_P28	Contig:95:35.7151:1	0.8453702855943156
PBF_P29	Contig:497:41.6487:1	0.9354516207548083
PBF_P30	Contig:162:40.6236:1	0.9472990190957464
PBF_P31	Contig:504:47.6598:1	1.0979872110367666
PBF_P32	Contig:406:47.6125:1	1.0626146591035572
PBF_P33	Contig:468:32.8421:1	0.7246607150171949
PBF_P34	Contig:65:38.1652:1	0.8602972515592375
PBF_P35	Contig:146:33.779:1	0.7647810469613493
PBF_P36	Contig:452:37.5065:1	0.8299319797772512
PBF_P37	Contig:400:45.148:1	1.0261664344440842
PBF_P38	Contig:229:37.1553:1	0.8408108869973019
PBF_P39	Contig:61:31.2892:1	0.6891728137153594
PBF_P40	Contig:243:33.972:1	0.7821165137259136
PBF_P41	Contig:418:43.3517:1	0.9851895311045272
PBF_P42	Contig:420:39.4996:1	0.8976430687125676
PBF_P43	Contig:539:33.1103:1	0.767241775859394
PBF_P44	Contig:176:36.3913:1	0.8522541412277369
PBF_P45	Contig:194:41.6558:1	0.9525102621243585
PBF_P46	Contig:293:31.5839:1	0.6642420172323317
PBF_P48	Contig:42:41.428:1	0.949009096636481
PBF_P49	Contig:413:37.8073:1	0.8521675529260333
PBF_P50	Contig:123:32.0436:1	0.7459701897834543
PBF_P51	Contig:130:27.7779:1	0.6115780082306757
PBF_P52	Contig:410:34.4211:1	0.7612602443450105
PBF_P53	Contig:562:38.8509:1	0.9174003722161196
PBF_P54	Contig:365:28.1846:1	0.6156117916870365
PBF_P55	Contig:187:32.8091:1	0.7531756575273513
PBF_P56	Contig:93:37.5604:1	0.862163972301979
PBF_P57	Contig:221:38.1609:1	0.7237933558425563
PBF_P58	Contig:388:35.787:1	0.8183034208676483
PBF_P59	Contig:355:29.1161:1	0.662005053819871
PBF_P60	Contig:62:36.3699:1	0.8294407181740903
PBF_P61	Contig:359:34.2306:1	0.7826868847794336
PBF_P62	Contig:178:36.0855:1	0.7634956879715075
PBF_P63	Contig:227:34.1293:1	0.7701569133764814
PBF_P64	Contig:54:15.3843:1	0.3674407010447144
PBF_P65	Contig:56:27.23:1	0.6251351667715004
PBF_P66	Contig:472:32.1683:1	0.7205951104745778
PBF_P67	Contig:375:28.3095:1	0.6124803781402423
PBF_P68	Contig:121:29.1195:1	0.6682691168788969
PBF_P69	Contig:493:15.0364:1	0.3368829506383386
PBF_P70	Contig:490:29.8336:1	0.6772243015863827
PBF_P71	Contig:367:29.1473:1	0.6365284072762774
PBF_P72	Contig:520:15.7847:1	0.34657723456096384
PBF_P73	Contig:76:13.0602:1	0.292255656191583
PBF_P74	Contig:498:25.2362:1	0.552714480658269
PBF_P75	Contig:90:26.8795:1	0.5888899015086058
PBF_P76	Contig:433:11.4307:1	0.26609596185153694
PBF_P77	Contig:335:27.0975:1	0.6053605146618815
PBF_P78	Contig:330:20.1732:1	0.32131316736761883
PBF_P79	Contig:156:16.8764:1	0.3450354134603885
