plasmid	contigs
PBF_P1	47:1,107:1,125:1,69:1,83:1,48:1,104:1,103:1,65:1,133:1,34:1,92:1,55:1,54:1,123:1,99:1,73:1,85:1,112:1,100:1,88:1,98:1,90:1,102:1,57:1,51:1,114:1,45:1,120:1,131:1,61:1,94:1,101:1,64:1,56:1,63:1,119:1,122:1,79:1,67:1,93:1,62:1,91:1,74:1,129:1,121:1,81:1,60:1,46:1,87:1,58:1,108:1
PBF_P2	107:1,125:1,69:1,83:1,48:1,104:1,103:1,65:1,133:1,38:1,99:1,92:1,73:1,54:1,123:1,53:1,112:1,85:1,100:1,98:1,88:1,102:1,90:1,57:1,51:1,44:1,114:1,45:1,120:1,131:1,94:1,101:1,64:1,56:1,63:1,119:1,122:1,79:1,93:1,62:1,91:1,74:1,129:1,121:1,81:1,87:1,108:1
PBF_P3	107:1,66:1,125:1,69:1,48:1,104:1,103:1,65:1,133:1,38:1,99:1,92:1,54:1,123:1,53:1,85:1,112:1,100:1,98:1,88:1,102:1,90:1,51:1,44:1,45:1,120:1,131:1,94:1,101:1,64:1,56:1,63:1,119:1,122:1,93:1,62:1,91:1,74:1,129:1,121:1,81:1,87:1,108:1
PBF_P4	66:1,125:1,84:1,104:1,103:1,65:1,55:1,92:1,99:1,54:1,85:1,112:1,88:1,98:1,102:1,90:1,51:1,45:1,120:1,64:1,119:1,93:1,129:1,121:1,81:1,87:1,108:1
PBF_P5	107:1,125:1,84:1,25:1,104:1,103:1,65:1,54:1,92:1,99:1,123:1,38:1,53:1,112:1,90:1,102:1,98:1,51:1,28:1,45:1,120:1,131:1,101:1,64:1,119:1,122:1,93:1,19:1,91:1,129:1,121:1,81:1,87:1,108:1
PBF_P6	72:1,125:1,104:1,103:1,65:1,54:1,92:1,99:1,123:1,53:1,112:1,90:1,102:1,98:1,51:1,77:1,28:1,44:1,45:1,120:1,131:1,68:1,101:1,119:1,122:1,93:1,19:1,129:1,121:1,81:1,87:1,108:1
PBF_P7	66:1,103:1,130:1,65:1,50:1,92:1,123:1,53:1,112:1,98:1,90:1,102:1,45:1,109:1,120:1,131:1,101:1,64:1,122:1,19:1,93:1,86:1,129:1,121:1,81:1,96:1,87:1,15:1,108:1
PBF_P8	87:1,53:1,129:1,120:1,98:1,90:1,89:1
PBF_P9	48:1
PBF_P10	56:1
