plasmid	contigs
GP_unb_27,GP_unb_23,GP_2,GP_0,GP_unb_13,GP_1,GP_unb_25,GP_unb_5,GP_unb_8,GP_unb_7,GP_unb_2,GP_unb_14,GP_8,GP_unb_17,GP_unb_28,GP_7,GP_unb_19,GP_5,GP_unb_1,GP_unb_18,GP_unb_3,GP_3,GP_unb_12,GP_unb_20,GP_unb_11,GP_unb_26,GP_6,GP_unb_21,GP_unb_24	833:1,804:1,48:1,110:1,129:1,178:1,193:1,682:1,726:1,737:1,801:1,821:1,837:1,1:1,18:1,120:1,151:1,161:1,232:1,233:1,283:1,293:1,360:1,420:1,512:1,558:1,580:1,589:1,619:1,621:1,625:1,671:1,690:1,812:1,488:1,54:1,109:1,123:1,157:1,208:1,229:1,334:1,395:1,448:1,536:1,800:1,829:1,226:1,398:1,386:1,184:1,525:1,362:1,504:1,595:1,596:1,796:1,543:1,838:1,65:1,358:1,381:1,444:1,727:1,612:1,250:1,339:1,361:1,592:1,637:1,31:1,566:1,204:1,159:1,276:1,289:1,299:1,368:1,401:1,457:1,509:1,698:1,806:1,815:1,471:1,706:1,469:1,832:1,8:1,346:1,460:1,753:1,844:1,758:1,810:1
GP_Isolated_0	5:1
GP_Isolated_1	90:1
GP_Isolated_2	99:1
GP_Isolated_3	121:1
GP_9	175:1,414:1,626:1
GP_Isolated_4	185:1
GP_Isolated_5	189:1
GP_4	192:1,195:1,315:1,316:1,652:1
GP_Isolated_6	201:1
GP_Isolated_7	209:1
GP_unb_4	212:1
GP_Isolated_8	214:1
GP_Isolated_9	218:1
GP_Isolated_10	224:1
GP_Isolated_11	247:1
GP_Isolated_12	249:1
GP_Isolated_13	260:1
GP_Isolated_14	262:1
GP_Isolated_15	265:1
GP_Isolated_16	275:1
GP_Isolated_17	278:1
GP_Isolated_18	279:1
GP_Isolated_19	286:1
GP_Isolated_20	287:1
GP_Isolated_21	292:1
GP_Isolated_22	294:1
GP_Isolated_23	295:1
GP_Isolated_24	298:1
GP_Isolated_25	302:1
GP_unb_6,GP_unb_10	307:1,458:1
GP_Isolated_26	318:1
GP_Isolated_27	319:1
GP_Isolated_28	326:1
GP_Isolated_29	329:1
GP_Isolated_30	331:1
GP_Isolated_31	333:1
GP_Isolated_32	345:1
GP_Isolated_33	347:1
GP_Isolated_34	356:1
GP_Isolated_35	367:1
GP_Isolated_36	373:1
GP_Isolated_37	376:1
GP_Isolated_38	378:1
GP_Isolated_39	379:1
GP_Isolated_40	388:1
GP_Isolated_41	394:1
GP_Isolated_42	400:1
GP_Isolated_43	415:1
GP_Isolated_44	419:1
GP_Isolated_45	427:1
GP_unb_9	434:1
GP_Isolated_46	437:1
GP_Isolated_47	442:1
GP_Isolated_48	463:1
GP_Isolated_49	465:1
GP_Isolated_50	477:1
GP_Isolated_51	487:1
GP_Isolated_52	490:1
GP_Isolated_53	499:1
GP_Isolated_54	502:1
GP_Isolated_55	503:1
GP_Isolated_56	527:1
GP_Isolated_57	531:1
GP_Isolated_58	532:1
GP_Isolated_59	533:1
GP_Isolated_60	534:1
GP_unb_15	535:1
GP_unb_16	538:1
GP_Isolated_61	544:1
GP_Isolated_62	555:1
GP_Isolated_63	563:1
GP_Isolated_64	565:1
GP_Isolated_65	582:1
GP_Isolated_66	601:1
GP_Isolated_67	604:1
GP_Isolated_68	607:1
GP_Isolated_69	608:1
GP_Isolated_70	660:1
GP_Isolated_71	675:1
GP_Isolated_72	676:1
GP_Isolated_73	700:1
GP_Isolated_74	703:1
GP_Isolated_75	708:1
GP_Isolated_76	730:1
GP_unb_22	765:1
GP_Isolated_77	767:1
GP_Isolated_78	786:1
GP_Isolated_79	789:1
GP_Isolated_80	791:1
GP_Isolated_81	794:1
GP_Isolated_82	795:1
