plasmid	contigs	copy_number
PBF_P28,PBF_P6,PBF_P11,PBF_P48,PBF_P5,PBF_P7,PBF_P19,PBF_P2,PBF_P12,PBF_P18,PBF_P15,PBF_P13,PBF_P9,PBF_P36,PBF_P1,PBF_P8,PBF_P22,PBF_P23,PBF_P20,PBF_P10	204:1,698:1,368:1,289:1,299:1,815:1,346:1,832:1,123:1,837:1,800:1,821:1,801:1,178:1,208:1,233:1,625:1,619:1,161:1,129:1,682:1,193:1,110:1,580:1,420:1,334:1,293:1,589:1,283:1,796:1,362:1,504:1,595:1,398:1,536:1,18:1,360:1,232:1,621:1,812:1,151:1,1:1,457:1,159:1,276:1,572:1,831:1,217:1,184:1,339:1,54:1	0.0
PBF_P3	420:1,558:1,832:1,837:1,821:1,109:1	0.7692423645605053
PBF_P4	832:1,157:1,837:1,821:1,229:1	0.585798450135393
PBF_P14	5:1	0.789900630698924
PBF_P16	278:1	0.8228302791445751
PBF_P17	85:1	0.7314083320672903
PBF_P21	294:1	0.7342342339866214
PBF_P24	212:1	0.5153682792228337
PBF_P25	378:1	0.6360419413352054
PBF_P26	218:1	0.7215989417816329
PBF_P27	185:1	0.5179366042022046
PBF_P29	376:1	0.49134215737233533
PBF_P30	333:1	0.3630688412722036
PBF_P31	394:1	0.4475972552164521
PBF_P32	121:1	0.6495658649420478
PBF_P33	286:1	0.5982976317016651
PBF_P34	90:1	0.5648036962025754
PBF_P35	224:1	0.3790937002594325
PBF_P37	201:1	0.3666421629826328
PBF_P38,PBF_P44	315:1,192:1	0.509909647049426
PBF_P39	302:1	0.5798027140821019
PBF_P40	209:1	0.4528917268840713
PBF_P41	279:1	0.5621505048325817
PBF_P42	298:1	0.3906846625576372
PBF_P43	292:1	0.6312585467122822
PBF_P45	326:1	0.47739429162929337
PBF_P46	189:1	0.5688921717929248
PBF_P47	345:1	0.5220608130096583
PBF_P49	287:1	0.4857052423741333
PBF_P50	265:1	0.5583315172545605
PBF_P51	262:1	0.5125453550715946
PBF_P52	260:1	0.41860421618845717
PBF_P53	249:1	0.4050419714133324
PBF_P54	275:1	0.4559722279752705
PBF_P55	295:1	0.3968799090730938
PBF_P56	318:1	0.42639554640123883
PBF_P57	247:1	0.3967220873642165
PBF_P58	331:1	0.39167328156418924
