plasmid	contigs
GP_0	Contig:102:900.488:1,Contig:109:523.259:1,Contig:110:811.251:1,Contig:113:299.348:1,Contig:119:838.46:1,Contig:22:1961.8:1,Contig:31:484.088:1,Contig:34:818.557:1,Contig:48:409.613:1,Contig:49:391.611:1,Contig:60:391.304:1,Contig:75:391.273:1,Contig:84:746.105:1,Contig:94:337.727:1,Contig:98:387.114:1
GP_unb_1	Contig:105:180.264:3p:1:19:1
GP_unb_2	Contig:105:180.264:3p:1:24:1
GP_unb_3	Contig:22:1961.8:3p:1:13:1
GP_unb_4	Contig:23:1105.36:3p:1:7:1
GP_unb_5	Contig:23:1105.36:3p:1:12:1
GP_unb_6	Contig:23:1105.36:3p:1:14:1
GP_unb_7	Contig:23:1105.36:3p:1:15:1
GP_unb_8	Contig:28:160.161:5p:1:5:1
GP_unb_9	Contig:28:160.161:5p:1:18:1
GP_unb_10	Contig:28:160.161:5p:1:25:1
GP_unb_11	Contig:38:1178.74:5p:1:3:1
GP_unb_12	Contig:38:1178.74:5p:1:8:1
GP_unb_13	Contig:38:1178.74:5p:1:9:1
GP_unb_14	Contig:57:165.117:5p:1:6:1
GP_unb_15	Contig:57:165.117:5p:1:7:1
GP_unb_16	Contig:69:337.533:5p:1:3:1
GP_unb_17	Contig:69:337.533:5p:1:4:1
