plasmid	contigs	copy_number
PBF_P1	Contig:1:410.182:Circ:1	14.707121041994451
PBF_P5,PBF_P6,PBF_P9,PBF_P2,PBF_P3,PBF_P4	Contig:95:67.1836:1,Contig:203:79.4347:1,Contig:167:57.1365:1,Contig:203:79.4347:5p:1:6:1,Contig:53:27.9935:1,Contig:78:56.0405:1,Contig:203:79.4347:3p:1:4:1,Contig:203:79.4347:5p:1:3:1,Contig:167:57.1365:5p:1:7:1,Contig:171:70.2294:1,Contig:132:59.1953:3p:1:19:1,Contig:179:29.1004:1,Contig:54:8.25282:1,Contig:85:10.3944:1,Contig:184:43.3111:1,Contig:195:33.9093:1,Contig:71:77.067:1,Contig:15:143.4:1,Contig:15:143.4:3p:1:10:1,Contig:203:79.4347:5p:1:5:1,Contig:15:143.4:3p:1:9:1,Contig:96:30.2673:1,Contig:163:31.5912:1,Contig:181:58.216:1,Contig:203:79.4347:3p:1:3:1,Contig:49:10.0011:5p:1:6:1,Contig:15:143.4:3p:1:12:1,Contig:181:58.216:5p:1:4:1,Contig:123:60.4913:1,Contig:10:35.6732:1,Contig:73:53.5767:5p:1:2:1,Contig:38:32.3165:1,Contig:55:30.1857:1,Contig:15:143.4:3p:1:7:1,Contig:3:83.642:1,Contig:165:59.4458:1,Contig:132:59.1953:3p:1:6:1,Contig:132:59.1953:3p:1:14:1,Contig:132:59.1953:1,Contig:186:54.2424:1,Contig:80:56.9414:3p:1:2:1,Contig:132:59.1953:3p:1:23:1,Contig:80:56.9414:1,Contig:132:59.1953:3p:1:8:1,Contig:132:59.1953:3p:1:5:1,Contig:132:59.1953:3p:1:12:1	0.0
PBF_P7	Contig:92:16.3738:1,Contig:154:15.312:1	0.5379336895784064
PBF_P8	Contig:50:12.062:1,Contig:112:11.5035:1,Contig:112:11.5035:5p:1:8:1	0.38118354501996377
PBF_P10	Contig:180:11.6009:1	0.4209680404361607
PBF_P11	Contig:37:10.7236:1	0.38807120455049066
PBF_P12	Contig:25:9.48863:1	0.33642245357485784
PBF_P13	Contig:93:10.4209:1	0.36877556666493855
PBF_P14	Contig:137:9.02256:1	0.33331618337872637
PBF_P15	Contig:157:8.09:1	0.30776928884381327
PBF_P16	Contig:143:8.50652:1	0.302852268263348
PBF_P17	Contig:4:7.59729:1	0.2648687195089011
