plasmid	contigs	copy_number
PBF_P1	Contig:1:410.182:Circ:1	14.707121041994451
PBF_P2	Contig:134:20.8763:1,Contig:170:15.6118:3p:1:2:1,Contig:170:15.6118:1,Contig:81:27.7906:1	0.5325181788718842
PBF_P3	Contig:31:22.4861:1,Contig:119:24.01:1,Contig:128:23.1706:1,Contig:119:24.01:3p:1:5:1	0.5205259328321261
PBF_P4	Contig:29:25.0691:1	0.9114690525951173
PBF_P5,PBF_P8	Contig:23:24.6249:1,Contig:54:8.25282:1	0.3733719076954003
PBF_P6,PBF_P12	Contig:92:16.3738:1,Contig:199:10.4846:1	0.4104987195951253
PBF_P7	Contig:50:12.062:1	0.38118354501996377
PBF_P9	Contig:180:11.6009:1	0.4209680404361607
PBF_P10	Contig:37:10.7236:1	0.38807120455049066
PBF_P11	Contig:147:15.0004:1	0.5000365914032038
PBF_P13	Contig:157:8.09:1	0.30776928884381327
