plasmid	contigs	copy_number
PBF_P1	Contig:1:410.182:Circ:1	14.707121041994451
PBF_P2,PBF_P4,PBF_P6	Contig:10:35.6732:1,Contig:15:143.4:1,Contig:85:10.3944:1,Contig:54:8.25282:1,Contig:9:28.3108:1	0.3733719076954003
PBF_P3	Contig:154:15.312:1,Contig:92:16.3738:1	0.5379336895784064
PBF_P5	Contig:170:15.6118:1,Contig:170:15.6118:3p:1:2:1,Contig:134:20.8763:1,Contig:81:27.7906:1	0.5325181788718842
PBF_P12,PBF_P7	Contig:50:12.062:1,Contig:112:11.5035:1	0.3811835450196668
PBF_P8	Contig:147:15.0004:1	0.5000365914032038
PBF_P9	Contig:180:11.6009:1	0.4209680404361607
PBF_P10	Contig:37:10.7236:1	0.38807120455049066
PBF_P11	Contig:157:8.09:1	0.30776928884381327
PBF_P13	Contig:25:9.48863:1	0.33642245357485784
PBF_P14	Contig:143:8.50652:1	0.302852268263348
PBF_P15	Contig:4:7.59729:1	0.2648687195089011
