plasmid	contigs
GP_0	Contig:100:79.0677:1,Contig:106:185.101:1,Contig:11:384.749:1,Contig:12:50.9633:1,Contig:139:835.701:1,Contig:141:97.5:1,Contig:25:635.034:1,Contig:27:452.856:1,Contig:3:162.896:1,Contig:65:186.841:1,Contig:67:89.0064:1,Contig:74:113.05:1,Contig:76:203.015:1,Contig:82:105.307:1,Contig:9:67.3094:1,Contig:121:493.294:5p:1:4:1,Contig:123:82.5319:5p:1:5:1,Contig:123:82.5319:5p:1:13:1
GP_1	Contig:107:40.4061:1,Contig:110:51.2875:1,Contig:120:89.0964:1,Contig:123:82.5319:1,Contig:124:94.1597:1,Contig:135:105.682:1,Contig:136:86.5974:1,Contig:19:134.988:1,Contig:25:635.034:1,Contig:34:160.055:1,Contig:43:92.2186:1,Contig:46:103.619:1,Contig:54:45.0986:1,Contig:58:57.7601:1,Contig:59:153.327:1,Contig:61:112.662:1,Contig:68:70.2511:1,Contig:6:41.5811:1,Contig:77:70.4735:1,Contig:83:48.5106:1,Contig:86:39.2681:1,Contig:89:124.399:1,Contig:102:159.433:3p:1:36:1,Contig:107:40.4061:3p:1:5:1,Contig:107:40.4061:3p:1:10:1,Contig:107:40.4061:3p:1:11:1,Contig:107:40.4061:3p:1:12:1,Contig:107:40.4061:3p:1:13:1,Contig:123:82.5319:5p:1:5:1,Contig:123:82.5319:5p:1:13:1,Contig:43:92.2186:5p:1:3:1
GP_unb_1	Contig:108:128.912:1
GP_2	Contig:116:71.1734:1,Contig:129:101.633:1,Contig:15:116.298:1
GP_3	Contig:132:207.958:1,Contig:25:635.034:1,Contig:48:490.823:1,Contig:87:86.9173:1,Contig:113:680.143:5p:1:5:1,Contig:123:82.5319:5p:1:13:1
GP_Isolated_0	Contig:138:42.7981:1
GP_4	Contig:1:214.15:Circ:1
GP_Isolated_1	Contig:38:91.8757:1
GP_unb_2	Contig:92:52.0887:1
GP_unb_3	Contig:107:40.4061:3p:1:4:1
GP_unb_4	Contig:107:40.4061:3p:1:19:1
GP_unb_5	Contig:11:384.749:3p:1:6:1
GP_unb_6	Contig:121:493.294:5p:1:9:1
GP_unb_7	Contig:86:39.2681:5p:1:4:1
