plasmid	contigs	copy_number
PBF_P1,PBF_P2,PBF_P4,PBF_P5	Contig:185:120.741:1,Contig:685:64.3058:1,Contig:720:59.5265:1,Contig:733:54.3843:1	1.6765220967445202
PBF_P3	Contig:746:63.5479:1	2.267940338111337
PBF_P6	Contig:476:40.1517:1	1.4412472870462598
PBF_P7	Contig:975:30.7234:1	1.1491704531867968
PBF_P8	Contig:367:33.8272:1	1.2458372297706986
PBF_P9	Contig:1041:39.5813:1	1.2464329401922127
PBF_P10	Contig:682:25.0917:1	0.9148992374454065
PBF_P11	Contig:1005:32.1454:1	0.9413680125521114
PBF_P12	Contig:608:26.4007:1	0.9750055197020104
PBF_P13	Contig:738:24.0083:1	0.8623589989086347
PBF_P14	Contig:6:39.8594:1	0.9248307924071165
PBF_P15	Contig:564:20.8887:1	0.7208015952145567
PBF_P16	Contig:1:20.5764:1	0.7366313106149995
PBF_P17	Contig:83:23.5683:1	0.8598670474601193
