plasmid	contigs
GP_2	15:1
GP_0	42:1,46:1,48:1,55:1,61:1,65:1,68:1,70:1,72:1,75:1,79:1,82:1,83:1,84:1,88:1,90:1,91:1,94:1,96:1,97:1,98:1,99:1,101:1,102:1,103:1,104:1,108:1,111:1,116:1,117:1,118:1,119:1,120:1,121:1,123:1,126:1,129:1,130:1,131:1,132:1,133:1,134:1,135:1,139:1,154:1,158:1,159:1,171:1,184:1,185:1,192:1,193:1,194:1,195:1,197:1,200:1,205:1
GP_3	81:1
GP_1	105:1
GP_unb_1	143:1
GP_unb_2	148:1
GP_unb_3	151:1
GP_unb_4	155:1
GP_unb_5	156:1
GP_unb_6	157:1
GP_unb_7	162:1
GP_unb_8	164:1
GP_unb_9	165:1
GP_unb_10	173:1
GP_unb_11	174:1
GP_unb_12	175:1
GP_unb_13	176:1
GP_unb_14	179:1
GP_unb_15	180:1
GP_unb_16	198:1
