plasmid	contigs
GP_2	15:1
GP_0	42:1,46:1,48:1,55:1,59:1,63:1,65:1,68:1,70:1,77:1,82:1,85:1,88:1,92:1,101:1,102:1,103:1,104:1,108:1,111:1,117:1,120:1,121:1,123:1,125:1,126:1,130:1,131:1,132:1,134:1,135:1,138:1,139:1,154:1,158:1,159:1,169:1,171:1,184:1,185:1,192:1,193:1,194:1,195:1,197:1,205:1
GP_3	81:1
GP_1	105:1
GP_unb_1	110:1
GP_unb_2	144:1
GP_unb_3	148:1
GP_unb_4	152:1
GP_unb_5	155:1
GP_unb_6	157:1
GP_unb_7	160:1
GP_unb_8	161:1
GP_unb_9	162:1
GP_unb_10	163:1
GP_unb_11	165:1
GP_unb_12	173:1
GP_unb_13	174:1
GP_unb_14	175:1
GP_unb_15	178:1
GP_unb_16	180:1
GP_unb_17	181:1
GP_unb_18	187:1
GP_unb_19	198:1
