plasmid	contigs
GP_unb_48,GP_unb_20,GP_0,GP_unb_8,GP_unb_18,GP_unb_21,GP_unb_5,GP_unb_51,GP_unb_40,GP_unb_25,GP_unb_4,GP_unb_3,GP_unb_9,GP_unb_45,GP_2,GP_unb_28,GP_unb_59,GP_unb_23,GP_unb_33,GP_unb_11,GP_unb_46,GP_unb_32,GP_unb_52,GP_unb_34,GP_unb_13,GP_1,GP_unb_42,GP_unb_54,GP_unb_1,GP_6,GP_unb_57,GP_unb_27,GP_unb_19,GP_unb_44,GP_unb_16,GP_unb_35,GP_unb_22,GP_unb_58,GP_unb_6,GP_unb_43,GP_unb_15,GP_unb_14,GP_unb_29,GP_unb_37,GP_unb_56,GP_unb_41,GP_unb_49,GP_unb_50,GP_unb_10,GP_3,GP_unb_39,GP_4,GP_unb_30,GP_unb_38,GP_unb_55,GP_unb_36,GP_unb_2	270:1,188:1,30:1,32:1,41:1,45:1,47:1,59:1,61:1,77:1,80:1,91:1,101:1,105:1,108:1,116:1,121:1,122:1,135:1,137:1,154:1,167:1,180:1,189:1,202:1,233:1,253:1,274:1,157:1,178:1,191:1,152:1,289:1,252:1,200:1,148:1,147:1,160:1,262:1,27:1,28:1,36:1,49:1,50:1,53:1,58:1,68:1,69:1,73:1,76:1,79:1,85:1,90:1,99:1,109:1,118:1,129:1,130:1,156:1,237:1,240:1,250:1,263:1,208:1,307:1,197:1,228:1,165:1,265:1,226:1,292:1,232:1,170:1,60:1,64:1,72:1,86:1,87:1,88:1,94:1,107:1,112:1,114:1,120:1,125:1,134:1,136:1,139:1,158:1,166:1,172:1,174:1,198:1,225:1,230:1,234:1,236:1,242:1,247:1,280:1,256:1,295:1,142:1,65:1,128:1,192:1,290:1,291:1,296:1,304:1,205:1,185:1,261:1,176:1,235:1,195:1,305:1,153:1,257:1,175:1,173:1,212:1,243:1,303:1,254:1,271:1,283:1,161:1,56:1,70:1,113:1,246:1,251:1,115:1,126:1,213:1,248:1,302:1,239:1,146:1
GP_5	38:1
GP_unb_7	155:1
GP_unb_12	168:1
GP_unb_17	177:1
GP_unb_24	199:1
GP_unb_26	201:1
GP_unb_31	221:1
GP_unb_47	268:1
GP_unb_53	294:1
