plasmid	contigs	copy_number
PBF_P1	134:1	2.010272256996261
PBF_P3,PBF_P18,PBF_P19,PBF_P2,PBF_P20,PBF_P16,PBF_P48,PBF_P13,PBF_P32	55:1,169:1,34:1,337:1,338:1,294:1,291:1,264:1,41:1,210:1,314:1,301:1,220:1,240:1,300:1,312:1,128:1,296:1,10:1,238:1,185:1,306:1,318:1,146:1,192:1,194:1,226:1	0.1892215126790688
PBF_P4	155:1	1.1031338821010668
PBF_P5	140:1	1.009017227650722
PBF_P6	203:1	0.9518501136381613
PBF_P7	148:1	1.1543475165711332
PBF_P8	175:1	0.8624740952451262
PBF_P9	29:1	1.1399041326323451
PBF_P10	59:1	1.0218392662529328
PBF_P11	165:1	0.6891060288867679
PBF_P12	225:1	0.7300474063605731
PBF_P14	16:1	1.0465257307381999
PBF_P15	91:1	0.6519244662170357
PBF_P17	88:1	0.8784045307614021
PBF_P21	141:1	0.889604876685457
PBF_P22	231:1	0.580155771289358
PBF_P23	43:1	0.7362118152048387
PBF_P24	181:1	0.6633041020475962
PBF_P25	145:1	0.8393087846780956
PBF_P26	193:1	0.8888718973618018
PBF_P27	62:1	0.7353048192072222
PBF_P28	138:1	0.7026055042001297
PBF_P29	214:1	0.8177412635719823
PBF_P30	66:1	0.7678617569356192
PBF_P31	186:1	0.6444786618645096
PBF_P33	18:1	0.7711680737408839
PBF_P34	157:1	0.7252593112103651
PBF_P35	202:1	0.6683347658948412
PBF_P36	229:1	0.366951596998476
PBF_P37	195:1	0.6992570015345108
PBF_P38	188:1	0.4132416142419465
PBF_P39	116:1	0.6354245215859775
PBF_P40	223:1	0.5366305098688547
PBF_P41	92:1	0.6361575009096326
PBF_P42	197:1	0.3919451372886093
PBF_P43	153:1	0.6663203910629255
PBF_P44	196:1	0.6208914926939363
PBF_P45	184:1	0.6578990386897072
PBF_P46	167:1	0.5508207786455176
PBF_P47	170:1	0.6131029282260319
PBF_P49	211:1	0.34158471184420763
PBF_P50	227:1	0.4771062609089999
PBF_P51	221:1	0.34459994621302803
