plasmid	contigs
GP_0	38:1,39:1,40:1,44:1,46:1,48:1,49:1,50:1,51:1,54:1,55:1,56:1,59:1,60:1,64:1,65:1,66:1,68:1,69:1,70:1,74:1,75:1,76:1,77:1,80:1,83:1,84:1,85:1,87:1,88:1,89:1,90:1,91:1,92:1,93:1,94:1,97:1,99:1,101:1,105:1,106:1,107:1,108:1,109:1,114:1,115:1,121:1,127:1,131:1,136:1,137:1,141:1,146:1,154:1,155:1,161:1,170:1,171:1,174:1,176:1,179:1,187:1
GP_1	67:1
GP_2	73:1
GP_3	82:1
GP_unb_1	110:1
GP_unb_2	111:1
GP_unb_3	112:1
GP_unb_4	120:1
GP_unb_5	123:1
GP_unb_6	125:1
GP_unb_7	126:1
GP_unb_8	129:1
GP_unb_9	132:1
GP_unb_10	134:1
GP_unb_11	138:1
GP_unb_12	149:1
GP_unb_13	153:1
GP_unb_14	157:1
GP_unb_15	158:1
GP_unb_16	164:1
GP_unb_17	177:1
GP_unb_18	178:1
GP_unb_19	181:1
GP_unb_20	184:1
