plasmid	contigs	copy_number
PBF_P1	76:1	6.105125591364123
PBF_P10,PBF_P3,PBF_P11,PBF_P16,PBF_P14,PBF_P6,PBF_P2,PBF_P4	54:1,133:1,132:1,119:1,117:1,129:1,128:1,96:1,104:1,114:1,163:1,44:1,70:1,66:1,123:1,25:1,28:1,122:1,98:1,151:1,108:1,63:1,140:1,65:1,162:1,135:1,161:1,102:1	0.0
PBF_P5	82:1	1.4482152347595774
PBF_P7	46:1	1.1592601305139532
PBF_P8,PBF_P9	62:1,100:1	1.022093276527812
PBF_P12	69:1	0.9780321841483921
PBF_P13	52:1	0.956759629542504
PBF_P15	80:1	0.5633985903099052
PBF_P17	72:1	0.7956541815869033
PBF_P18	86:1	0.7878512245484722
PBF_P19	81:1	0.7088319088319088
PBF_P20	84:1	0.5587042700192547
PBF_P21	101:1	0.3231727610932504
