plasmid	contigs	copy_number
PBF_P1	Contig:57:14.505:1,Contig:15:10.7971:1	0.370310158081213
PBF_P2	Contig:88:50:1,Contig:44:10.8413:1	0.3450217532018001
PBF_P3	Contig:57:14.505:1,Contig:61:10.6662:1	0.36870171640373417
PBF_P4	Contig:50:11.0852:1	0.38649972982785463
PBF_P5	Contig:46:11.3455:1	0.3691862104927192
PBF_P6	Contig:90:13.8677:1	0.4074452174217666
PBF_P7	Contig:58:11.1482:1	0.3870109399088633
PBF_P8	Contig:82:10.4448:1	0.3604444961462867
PBF_P9	Contig:99:9.90553:1	0.3411737929423626
PBF_P10	Contig:87:9.85302:1	0.3361840137384723
PBF_P11	Contig:68:10.6648:1	0.30219775594989806
PBF_P12	Contig:74:10.2489:1	0.3458127235913543
PBF_P13	Contig:39:9.76714:1	0.33223380000264996
