SAMPLE	BIN1	BIN1_CONTIGS	BIN1_GC_BIN	BIN1_GC	BIN1_GD	BIN1_RD	BIN2	BIN2_CONTIGS	BIN2_GC_BIN	BIN2_GC	BIN2_GD	BIN2_RD	MERGE_GC_BIN	MERGE_GC	MERGE_GD	MERGE_RD	MERGE_PATH	MILP_INFEASIBLE	BINS_OVERLAP	IS_SUBSET
ecol-SAMN37529175	MOB_AA038	32:34124,38:12502,66:1318	4	-0.0006705378357553804	0.23492279999999993	0.722579163066735	MOB_AA171	34:18420,36:15703,40:11651,41:11341,46:7506,51:4780,52:4764,53:3942,55:2920	4	-0.2109547783643156	0.6839062999999999	0.39010463848468374	4	-0.41478987271507367	4.3113769	0.05256667906360235	43:10423,56:2743,57:2455,65:1345,71:777,72:758,79:614,98:289,102:272,105:265,110:250,116:208,126:169,141:134	0	False	0
ecol-SAMN37529175	MOB_AA038	32:34124,38:12502,66:1318	4	-0.0006705378357553804	0.23492279999999993	0.722579163066735	MOB_AA170	42:10487,44:9759,45:7931,48:6222,59:2413,63:1617,65:1345,67:1258	5	-0.3363964971694966	-0.35845721999999997	0.29050451778177994	4	-0.6183165077659449	2.6434086900000002	0.05256667906360235	34:18420,36:15703,41:11341,43:10423,55:2920,57:2455,71:777,72:758,95:333,98:289,102:272,105:265,110:250,116:208,141:134,146:128	0	False	0
ecol-SAMN37529175	MOB_AA038	32:34124,38:12502,66:1318	4	-0.0006705378357553804	0.23492279999999993	0.722579163066735	MOB_AC026	43:10423,47:7425,56:2743,57:2455	4	0.0	1.04974354	1.3153658107572685	4	-0.20383509435075806	3.7529229600000007	0.6298808841220307	65:1345,71:777,72:758,79:614,102:272,105:265,110:250,116:208,126:169,141:134	0	False	0
ecol-SAMN37529175	MOB_AA038	32:34124,38:12502,66:1318	4	-0.0006705378357553804	0.23492279999999993	0.722579163066735	MOB_AE233	60:2213	4	0.0	0.49990310000000004	19.144436694972562	0	0	0	0		1	False	0
ecol-SAMN37529175	MOB_AA171	34:18420,36:15703,40:11651,41:11341,46:7506,51:4780,52:4764,53:3942,55:2920	4	-0.2109547783643156	0.6839062999999999	0.39010463848468374	MOB_AA170	42:10487,44:9759,45:7931,48:6222,59:2413,63:1617,65:1345,67:1258	5	-0.3363964971694966	-0.35845721999999997	0.29050451778177994	4	-0.9431016288913021	3.35980532	0.05256667906360235	43:10423,56:2743,57:2455,70:810,71:777,72:758,98:289,102:272,110:250,116:208,126:169,141:134	0	False	0
ecol-SAMN37529175	MOB_AA171	34:18420,36:15703,40:11651,41:11341,46:7506,51:4780,52:4764,53:3942,55:2920	4	-0.2109547783643156	0.6839062999999999	0.39010463848468374	MOB_AC026	43:10423,47:7425,56:2743,57:2455	4	0.0	1.04974354	1.3153658107572685	4	-0.5281272215596577	4.5295841	0.39010463848535437	65:1345,70:810,71:777,72:758,102:272,105:265,110:250,116:208,126:169,141:134,146:128	0	False	0
ecol-SAMN37529175	MOB_AA171	34:18420,36:15703,40:11651,41:11341,46:7506,51:4780,52:4764,53:3942,55:2920	4	-0.2109547783643156	0.6839062999999999	0.39010463848468374	MOB_AE233	60:2213	4	0.0	0.49990310000000004	19.144436694972562	0	0	0	0		1	False	0
ecol-SAMN37529175	MOB_AA170	42:10487,44:9759,45:7931,48:6222,59:2413,63:1617,65:1345,67:1258	5	-0.3363964971694966	-0.35845721999999997	0.29050451778177994	MOB_AC026	43:10423,47:7425,56:2743,57:2455	4	0.0	1.04974354	1.3153658107572685	4	-0.6862433633603051	3.47498451	0.09458346816609264	34:18420,41:11341,71:777,72:758,95:333,102:272,105:265,110:250,116:208,126:169,141:134,146:128	0	False	0
ecol-SAMN37529175	MOB_AA170	42:10487,44:9759,45:7931,48:6222,59:2413,63:1617,65:1345,67:1258	5	-0.3363964971694966	-0.35845721999999997	0.29050451778177994	MOB_AE233	60:2213	4	0.0	0.49990310000000004	19.144436694972562	0	0	0	0		1	False	0
ecol-SAMN37529175	MOB_AC026	43:10423,47:7425,56:2743,57:2455	4	0.0	1.04974354	1.3153658107572685	MOB_AE233	60:2213	4	0.0	0.49990310000000004	19.144436694972562	0	0	0	0		1	False	0
