plasmid	contigs	copy_number
PBF_P1	Contig:1:211.243:Circ:1	5.824945764876378
PBF_P2	Contig:178:96.8532:1	2.697643835631646
PBF_P3	Contig:265:47.1324:1	1.2202203932130269
PBF_P11,PBF_P4,PBF_P9	Contig:14:42.2727:1,Contig:252:43.4126:5p:1:9:1,Contig:68:43.8388:1,Contig:252:43.4126:1	1.1292147606600338
PBF_P5	Contig:425:63.1602:1,Contig:489:89.4724:3p:1:3:1,Contig:285:45.9803:1,Contig:489:89.4724:1	1.1220230432964422
PBF_P6	Contig:427:43.0173:1	1.1929691678929017
PBF_P7	Contig:214:39.0316:1	0.9472021760193449
PBF_P8	Contig:25:37.2743:1	0.9054431794840146
PBF_P10	Contig:387:42.2148:1	0.9374119392298675
PBF_P12	Contig:7:30.9871:1	0.830397411648985
PBF_P13	Contig:520:40.71:1	0.8894052947358901
PBF_P14	Contig:258:39.1771:1	1.0794131825323212
PBF_P15	Contig:152:32.306:1	0.9050357787399843
PBF_P16	Contig:191:22.5692:1	0.6290278848914139
PBF_P17	Contig:53:27.6948:1	0.7579076719852117
PBF_P18	Contig:365:27.0284:1	0.7132842183699444
PBF_P19	Contig:99:28.2836:1	0.7581554692838133
PBF_P20	Contig:193:18.2001:1	0.5279528641783854
PBF_P21	Contig:428:18.0977:1	0.5048315564804944
PBF_P22	Contig:189:19.2779:1	0.5333681101450342
