plasmid	contigs
GP_1	47:1,83:1,94:1,250:1,273:1,326:1
GP_unb_1	52:1
GP_unb_2	57:1
GP_3	58:1
GP_2	59:1,69:1,85:1,89:1,139:1,282:1
GP_unb_3	63:1
GP_4	65:1
GP_5	68:1
GP_0	78:1,81:1,95:1,104:1,106:1,111:1,116:1,122:1
GP_6	88:1
GP_unb_4	132:1
GP_unb_5	138:1
GP_unb_6	143:1
GP_unb_7	145:1
GP_unb_8	157:1
GP_unb_9	159:1
GP_unb_10	163:1
GP_unb_11	164:1
GP_unb_12	166:1
GP_unb_13	170:1
GP_unb_14	171:1
GP_unb_15	175:1
GP_unb_16	180:1
GP_unb_17	183:1
GP_unb_18	185:1
GP_unb_19	187:1
GP_unb_20	188:1
GP_unb_21	196:1
GP_unb_22	197:1
GP_unb_23	201:1
GP_unb_24	202:1
GP_unb_25	206:1
GP_unb_26	215:1
GP_unb_27	221:1
GP_unb_28	222:1
GP_unb_29	223:1
GP_unb_30	224:1
GP_unb_31	227:1
GP_unb_32	239:1
GP_unb_33	240:1
GP_unb_34	252:1
GP_unb_35	262:1
GP_unb_36	276:1
GP_unb_37	289:1
GP_unb_38	291:1
GP_unb_39	292:1
GP_unb_40	296:1
GP_unb_41	314:1
GP_unb_42	317:1
GP_unb_43	318:1
GP_unb_44	319:1
