plasmid	contigs
GP_2	22:1,32:1,49:1,54:1,64:1,84:1,86:1,93:1,94:1,95:1,99:1,105:1,108:1,109:1,110:1,120:1,127:1,128:1,129:1,133:1,140:1,142:1,143:1,145:1,146:1,147:1,148:1,154:1,156:1,157:1,162:1,163:1,164:1,165:1,166:1,167:1,168:1,169:1,171:1,179:1,180:1,184:1,196:1,200:1,205:1,212:1,221:1,222:1,225:1,233:1,234:1,236:1,239:1,242:1,252:1,256:1,259:1,260:1,263:1
GP_1	49:1,57:1,69:1,73:1,82:1,83:1,85:1,98:1,104:1,106:1,107:1,114:1,117:1,119:1,126:1,127:1,131:1,134:1,138:1,143:1,145:1,147:1,148:1,151:1,156:1,157:1,158:1,161:1,162:1,166:1,170:1,174:1,175:1,176:1,178:1,181:1,183:1,185:1,186:1,187:1,196:1,200:1,203:1,204:1,210:1,211:1,212:1,215:1,221:1,225:1,228:1,233:1,234:1,236:1,239:1,245:1,247:1,252:1,256:1
GP_0	101:1
GP_3	130:1
GP_unb_1	194:1
GP_unb_2	199:1
GP_unb_3	213:1
GP_unb_4	214:1
GP_unb_5	231:1
GP_unb_6	232:1
GP_unb_7	248:1
GP_unb_8	265:1
