plasmid	contigs	copy_number
PBF_P1	111:1	4.155670166740277
PBF_P3,PBF_P4,PBF_P2	666:1,669:1,355:1,653:1,249:1,547:1,299:1,645:1,302:1,28:1,665:1,678:1	0.0
PBF_P5	214:1	1.106800278414207
PBF_P6	212:1	1.0977931014831384
PBF_P7	165:1	0.8803326257200796
PBF_P8	53:1	1.0411519425368907
PBF_P9	359:1	1.0845621583628964
PBF_P10	160:1	0.740823585842036
PBF_P11	217:1	0.9794459720658982
PBF_P12	114:1	0.8522702987647638
PBF_P13	216:1	0.8070519286570946
PBF_P14	98:1	0.7263816267506304
PBF_P15	182:1	0.7304278448189887
PBF_P16	175:1	0.8255519620833275
PBF_P17	350:1	0.6504817943932335
PBF_P18	174:1	0.6701050022083233
PBF_P19	263:1	0.5602112391780288
PBF_P20	321:1	0.5190082016650283
PBF_P21	418:1	0.50631865392013
PBF_P22	271:1	0.5084509918458259
PBF_P23	356:1	0.4984541737309265
PBF_P24	390:1	0.41502324675756413
