plasmid	contigs
GP_unb_6,GP_1	669:1,28:1,249:1,299:1,302:1,355:1,547:1,567:1,645:1,653:1,666:1,678:1
GP_Isolated_0	53:1
GP_Isolated_1	98:1
GP_Isolated_2	111:1
GP_Isolated_3	114:1
GP_Isolated_4	160:1
GP_Isolated_5	165:1
GP_Isolated_6	174:1
GP_Isolated_7	175:1
GP_Isolated_8	182:1
GP_Isolated_9	212:1
GP_Isolated_10	214:1
GP_Isolated_11	216:1
GP_Isolated_12	217:1
GP_0	222:1,335:1,495:1,647:1,652:1
GP_Isolated_13	257:1
GP_Isolated_14	263:1
GP_Isolated_15	271:1
GP_Isolated_16	275:1
GP_Isolated_17	291:1
GP_Isolated_18	292:1
GP_Isolated_19	316:1
GP_Isolated_20	321:1
GP_Isolated_21	333:1
GP_Isolated_22	342:1
GP_Isolated_23	350:1
GP_Isolated_24	356:1
GP_Isolated_25	359:1
GP_Isolated_26	373:1
GP_Isolated_27	377:1
GP_Isolated_28	390:1
GP_Isolated_29	394:1
GP_Isolated_30	401:1
GP_Isolated_31	409:1
GP_Isolated_32	418:1
GP_unb_4,GP_unb_9,GP_2	651:1,676:1,433:1,584:1,650:1,657:1
GP_unb_1	435:1
GP_Isolated_33	441:1
GP_Isolated_34	442:1
GP_Isolated_35	445:1
GP_Isolated_36	446:1
GP_Isolated_37	449:1
GP_Isolated_38	454:1
GP_unb_2	457:1
GP_Isolated_39	465:1
GP_Isolated_40	471:1
GP_Isolated_41	474:1
GP_Isolated_42	478:1
GP_Isolated_43	485:1
GP_Isolated_44	490:1
GP_Isolated_45	503:1
GP_Isolated_46	517:1
GP_Isolated_47	526:1
GP_Isolated_48	528:1
GP_Isolated_49	537:1
GP_Isolated_50	538:1
GP_Isolated_51	545:1
GP_Isolated_52	551:1
GP_Isolated_53	556:1
GP_Isolated_54	559:1
GP_Isolated_55	560:1
GP_Isolated_56	564:1
GP_Isolated_57	570:1
GP_Isolated_58	583:1
GP_Isolated_59	587:1
GP_Isolated_60	594:1
GP_Isolated_61	595:1
GP_Isolated_62	596:1
GP_Isolated_63	599:1
GP_Isolated_64	600:1
GP_Isolated_65	601:1
GP_Isolated_66	602:1
GP_Isolated_67	605:1
GP_Isolated_68	607:1
GP_Isolated_69	611:1
GP_Isolated_70	616:1
GP_Isolated_71	617:1
GP_Isolated_72	621:1
GP_Isolated_73	622:1
GP_Isolated_74	625:1
GP_Isolated_75	626:1
GP_Isolated_76	627:1
GP_Isolated_77	628:1
GP_Isolated_78	629:1
GP_Isolated_79	632:1
GP_Isolated_80	635:1
GP_Isolated_81	636:1
GP_Isolated_82	637:1
GP_Isolated_83	639:1
GP_unb_7,GP_unb_8,GP_unb_3	671:1,672:1,644:1
GP_unb_5	664:1
GP_unb_10	679:1
