plasmid	contigs
GP_1	32:1,36:1,41:1,70:1,71:1,76:1,85:1,92:1,101:1,105:1,108:1,111:1,114:1,115:1,121:1,123:1,143:1,148:1,156:1,159:1,162:1,167:1,169:1,170:1,180:1
GP_2	40:1,61:1,62:1,72:1,78:1,79:1,80:1,83:1,84:1,94:1,97:1,98:1,104:1,107:1,112:1,116:1,143:1,156:1,159:1
GP_0	50:1,53:1,68:1,73:1,77:1,86:1,88:1,91:1,95:1,98:1,103:1,106:1,107:1,109:1,113:1,117:1,124:1,137:1,142:1,143:1,148:1,156:1,169:1,170:1,171:1,180:1
GP_3	90:1
GP_unb_1	126:1
GP_unb_2	133:1
GP_unb_3	134:1
GP_unb_4	136:1
GP_unb_5	140:1
GP_unb_6	141:1
GP_unb_7	146:1
GP_unb_8	153:1
GP_unb_9	155:1
GP_unb_10	163:1
GP_unb_11	164:1
GP_unb_12	165:1
GP_unb_13	175:1
GP_unb_14	179:1
