plasmid	contigs
GP_0	32:1,36:1,40:1,53:1,61:1,62:1,78:1,79:1,80:1,83:1,88:1,91:1,92:1,94:1,95:1,96:1,97:1,102:1,103:1,105:1,106:1,108:1,109:1,111:1,112:1,113:1,114:1,115:1,116:1,117:1,123:1,124:1,125:1,137:1,142:1,143:1,148:1,156:1,159:1,162:1,167:1,169:1,170:1
GP_1	89:1,99:1,118:1,119:1,121:1,168:1
GP_unb_1	126:1
GP_unb_2	127:1
GP_unb_3	129:1
GP_unb_4	133:1
GP_unb_5	134:1
GP_unb_6	136:1
GP_unb_7	138:1
GP_unb_8	140:1
GP_unb_9	141:1
GP_unb_10	144:1
GP_unb_11	146:1
GP_unb_12	153:1
GP_unb_13	155:1
GP_unb_14	160:1
GP_unb_15	161:1
GP_unb_16	163:1
GP_unb_17	164:1
GP_unb_18	165:1
GP_unb_19	174:1
GP_unb_20	175:1
GP_unb_21	179:1
