sample,assembler,classification,binning,merged.nb_bins,merged.nb_ctgs,merged.len_ctgs,merged.w.Precision,merged.w.Recall,merged.w.F1,merged.u.Precision,merged.u.Recall,merged.u.F1,merged.n.Cuts,merged.n.Joins,merged.n.Extra_ctgs,merged.n.Missing_ctgs,merged.n.Dissimilarity,merged.u.Cuts,merged.u.Joins,merged.u.Extra_ctgs,merged.u.Missing_ctgs,merged.u.Dissimilarity,unmerged.nb_bins,unmerged.nb_ctgs,unmerged.len_ctgs,unmerged.w.Precision,unmerged.w.Recall,unmerged.w.F1,unmerged.u.Precision,unmerged.u.Recall,unmerged.u.F1,unmerged.n.Cuts,unmerged.n.Joins,unmerged.n.Extra_ctgs,unmerged.n.Missing_ctgs,unmerged.n.Dissimilarity,unmerged.u.Cuts,unmerged.u.Joins,unmerged.u.Extra_ctgs,unmerged.u.Missing_ctgs,unmerged.u.Dissimilarity
ecol-SAMN08768110,UNICYCLER,plasclass,plasbinflow,1.0,448.0,3579573.0,0.02468311164488055,0.9903354213980883,0.04816574077512736,0.13616071428571427,0.9863013698630136,0.23928736822032745,0.01853737945034679,0.0,0.9149810593957136,0.0006936108917766466,0.934212049737837,69327.0,0.0,3421891.0,2594.0,3493812.0,20,1608,8108032,0.036286610610318265,0.938649579475405,0.06987208421705665,0.18159203980099503,0.9315068493150684,0.303933874177254,,,,,,,,,,
ecol-SAMN08768110,UNICYCLER,plasgraph2,plasbinflow,1.0,130.0,649349.0,0.08550717718823006,0.4424243180513614,0.14331577069040363,0.4153846153846154,0.863013698630137,0.5608308605341247,0.017713138798826616,0.0,0.7157437085070248,0.11167021769337657,0.8451270649992281,14341.0,0.0,579484.0,90411.0,684236.0,15,427,1526417,0.08717801229939132,0.35440115800244576,0.1399340847084662,0.4613583138173302,0.7397260273972602,0.5682844093058042,,,,,,,,,,
ecol-SAMN08768110,UNICYCLER,mlplasmids,plasbinflow,1.0,71.0,169154.0,0.5223346772763281,0.9130624672440041,0.6645187932575954,0.6901408450704225,0.821917808219178,0.7502870996554803,0.17285007437088304,0.0,0.07241902680387335,0.0454694472270285,0.2907385484017849,56942.0,0.0,23857.0,14979.0,95778.0,5,198,335408,0.6079401803177026,0.9081022735780778,0.7283065965960399,0.7676767676767676,0.7397260273972602,0.7534422617954837,,,,,,,,,,
ecol-SAMN08768110,UNICYCLER,rfplasmid,plasbinflow,1.0,24.0,168622.0,0.5068081270534094,0.8144513214704634,0.6248137703337102,0.5,0.2328767123287671,0.3177570093457944,0.13705768961805787,0.0,0.11579577863045686,0.09042013025314839,0.3432735985016631,45078.0,0.0,38085.0,29739.0,112902.0,15,26,170408,0.7716949908455002,0.5433127854451072,0.6376719020977852,0.6923076923076923,0.0684931506849315,0.12465373961218836,0.0,0.13141549031703983,0.12057130069794729,0.08993177776971369,0.3419185687847008,0.0,43457.0,39871.0,29739.0,113067.0
ecol-SAMN08768110,UNICYCLER,plasclass,gplascc,,,,,,,,,,,,,,,,,,,,87,290,572612,0.25058853115198426,0.8818101275300108,0.39027157603644513,0.19655172413793104,0.6164383561643836,0.2980651908663064,0.016773367827007675,0.019716518758664352,0.5687485673117857,0.006130541092226916,0.6113689949896847,12293.0,14450.0,416829.0,4493.0,448065.0
ecol-SAMN08768110,UNICYCLER,plasgraph2,gplascc,,,,,,,,,,,,,,,,,,,,32,114,225054,0.23572564806668622,0.37106616087249494,0.2883025444928286,0.38596491228070173,0.589041095890411,0.4663544491003204,0.01918874730750266,0.0037240806581371813,0.4271896815716399,0.2590792307891937,0.7091817403264734,7394.0,1435.0,164609.0,99831.0,273269.0
ecol-SAMN08768110,UNICYCLER,mlplasmids,gplascc,,,,,,,,,,,,,,,,,,,,127,236,232978,0.393230262084832,0.8904452319748434,0.5455428783395923,0.22033898305084745,0.6438356164383562,0.3283181085437937,0.13514929282346777,0.006377557507361654,0.2243232109527176,0.03945032981228417,0.4053003910958312,53148.0,2508.0,88216.0,15514.0,159386.0
ecol-SAMN08768110,UNICYCLER,rfplasmid,gplascc,2.0,45.0,190545.0,0.46763756592930805,0.8799508348099528,0.6107177329550315,0.5777777777777777,0.4657534246575342,0.5157526254375729,0.14670159426032078,0.0,0.1424458627049122,0.05616539488799131,0.3453128518532243,51466.0,0.0,49973.0,19704.0,121143.0,3,45,190545,0.46763756592930805,0.8799508348099528,0.6107177329550315,0.5777777777777777,0.4657534246575342,0.5157526254375729,0.14670159426032078,0.0,0.1424458627049122,0.05616539488799131,0.3453128518532243,51466.0,0.0,49973.0,19704.0,121143.0
ecol-SAMN08768110,UNICYCLER,plasclass,mobrecon,,,,,,,,,,,,,,,,,,,,6,42,234939,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.02871601533342611,0.031246283668383033,0.225373530862948,0.03645610617005934,0.3217919360348165,11349.0,12349.0,89071.0,14408.0,127177.0
ecol-SAMN08768110,UNICYCLER,plasgraph2,mobrecon,6.0,42.0,234939.0,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.02871601533342611,0.031246283668383033,0.225373530862948,0.03645610617005934,0.3217919360348165,11349.0,12349.0,89071.0,14408.0,127177.0,6,42,234939,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.02871601533342611,0.031246283668383033,0.225373530862948,0.03645610617005934,0.3217919360348165,11349.0,12349.0,89071.0,14408.0,127177.0
