sample,assembler,classification,binning,merged.nb_bins,merged.nb_ctgs,merged.len_ctgs,merged.w.Precision,merged.w.Recall,merged.w.F1,merged.u.Precision,merged.u.Recall,merged.u.F1,merged.n.Cuts,merged.n.Joins,merged.n.Extra_ctgs,merged.n.Missing_ctgs,merged.n.Dissimilarity,merged.u.Cuts,merged.u.Joins,merged.u.Extra_ctgs,merged.u.Missing_ctgs,merged.u.Dissimilarity,unmerged.nb_bins,unmerged.nb_ctgs,unmerged.len_ctgs,unmerged.w.Precision,unmerged.w.Recall,unmerged.w.F1,unmerged.u.Precision,unmerged.u.Recall,unmerged.u.F1,unmerged.n.Cuts,unmerged.n.Joins,unmerged.n.Extra_ctgs,unmerged.n.Missing_ctgs,unmerged.n.Dissimilarity,unmerged.u.Cuts,unmerged.u.Joins,unmerged.u.Extra_ctgs,unmerged.u.Missing_ctgs,unmerged.u.Dissimilarity
ecol-SAMN08768110,UNICYCLER,plasclass,plasbinflow,1.0,448.0,3579573.0,0.02468311164488055,0.9903354213980883,0.04816574077512736,0.13616071428571427,0.9863013698630136,0.23928736822032745,0.0,0.0,0.8109906228116096,0.0017015490750355762,0.8126921718866452,0.0,0.0,18758.454848094607,39.35733730830886,18797.812185402916,20,1608,8108032,0.036286610610318265,0.938649579475405,0.06987208421705665,0.18159203980099503,0.9315068493150684,0.303933874177254,0.0,0.0,0.8490391083073562,0.0006504861262187937,0.849689594433575,0.0,0.0,51370.68605573735,39.35733730830886,51410.04339304566
ecol-SAMN08768110,UNICYCLER,plasgraph2,plasbinflow,1.0,130.0,649349.0,0.08550717718823006,0.4424243180513614,0.14331577069040363,0.4153846153846154,0.863013698630137,0.5608308605341247,0.0,0.0,0.4836828109643434,0.07631742900416236,0.5600002399685058,0.0,0.0,3600.2316225125514,568.0590978658882,4168.29072037844,15,427,1526417,0.08717801229939132,0.35440115800244576,0.1399340847084662,0.4613583138173302,0.7397260273972602,0.5682844093058042,0.0,0.0,0.594507987205023,0.034252995240087895,0.6287609824451108,0.0,0.0,9859.449327529343,568.0590978658882,10427.50842539523
ecol-SAMN08768110,UNICYCLER,mlplasmids,plasbinflow,1.0,71.0,169154.0,0.5223346772763281,0.9130624672440041,0.6645187932575954,0.6901408450704225,0.821917808219178,0.7502870996554803,0.0,0.0,0.10351557673664946,0.0812875118642927,0.1848030886009422,0.0,0.0,467.0086703470533,366.7271538093387,833.735824156392,5,198,335408,0.6079401803177026,0.9081022735780778,0.7283065965960399,0.7676767676767676,0.7397260273972602,0.7534422617954837,0.0,0.0,0.14873542857720634,0.04524518980157483,0.19398061837878117,0.0,0.0,1205.5495983538237,366.7271538093387,1572.2767521631624
ecol-SAMN08768110,UNICYCLER,rfplasmid,plasbinflow,1.0,24.0,168622.0,0.5068081270534094,0.8144513214704634,0.6248137703337102,0.5,0.2328767123287671,0.3177570093457944,0.0,0.0,0.1181784651359929,0.28805043068612507,0.40622889582211796,0.0,0.0,451.95376211613666,1101.6006653831373,1553.554427499274,15,26,170408,0.7716949908455002,0.5433127854451072,0.6376719020977852,0.6923076923076923,0.0684931506849315,0.12465373961218836,0.0,0.0,0.12373413044171755,0.28362173452406786,0.4073558649657854,0.0,0.0,480.58940424268934,1101.6006653831373,1582.1900696258267
ecol-SAMN08768110,UNICYCLER,plasclass,gplascc,,,,,,,,,,,,,,,,,,,,87,290,572612,0.25058853115198426,0.8818101275300108,0.39027157603644513,0.19655172413793104,0.6164383561643836,0.2980651908663064,0.0,0.0,0.6142279045580579,0.017996404691855164,0.632224309249913,0.0,0.0,6929.785577170998,203.03738197026584,7132.822959141264
ecol-SAMN08768110,UNICYCLER,plasgraph2,gplascc,,,,,,,,,,,,,,,,,,,,32,114,225054,0.23572564806668622,0.37106616087249494,0.2883025444928286,0.38596491228070173,0.589041095890411,0.4663544491003204,0.0,0.0,0.39559537111992954,0.13539605421311668,0.5309914253330462,0.0,0.0,2365.5119050416997,809.617608087992,3175.129513129692
ecol-SAMN08768110,UNICYCLER,mlplasmids,gplascc,,,,,,,,,,,,,,,,,,,,127,236,232978,0.393230262084832,0.8904452319748434,0.5455428783395923,0.22033898305084745,0.6438356164383562,0.3283181085437937,0.0,0.0,0.4555489605672162,0.04274182370931274,0.49829078427652895,0.0,0.0,3431.965839683365,322.0037616011331,3753.9696012844984
ecol-SAMN08768110,UNICYCLER,rfplasmid,gplascc,2.0,45.0,190545.0,0.46763756592930805,0.8799508348099528,0.6107177329550315,0.5777777777777777,0.4657534246575342,0.5157526254375729,0.0,0.0,0.14848217089470397,0.1661368272463199,0.3146189981410239,0.0,0.0,648.4578513198301,725.5600411287156,1374.0178924485458,3,45,190545,0.46763756592930805,0.8799508348099528,0.6107177329550315,0.5777777777777777,0.4657534246575342,0.5157526254375729,0.0,0.0,0.14848217089470395,0.1661368272463199,0.31461899814102384,0.0,0.0,648.45785131983,725.5600411287156,1374.0178924485456
ecol-SAMN08768110,UNICYCLER,plasclass,mobrecon,,,,,,,,,,,,,,,,,,,,6,42,234939,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.0,0.0,0.2602305200532608,0.1659526704059091,0.42618319045916997,0.0,0.0,1285.4560573714834,819.7534453936781,2105.2095027651617
ecol-SAMN08768110,UNICYCLER,plasgraph2,mobrecon,6.0,42.0,234939.0,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.0,0.0,0.2602305200532608,0.1659526704059091,0.42618319045916997,0.0,0.0,1285.4560573714834,819.7534453936781,2105.2095027651617,6,42,234939,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.0,0.0,0.2602305200532608,0.1659526704059091,0.42618319045916997,0.0,0.0,1285.4560573714834,819.7534453936781,2105.2095027651617
ecol-SAMN08768110,UNICYCLER,mlplasmids,mobrecon,4.0,42.0,234939.0,0.3754165974997765,0.9038658314407647,0.5304946388059391,0.40476190476190477,0.273972602739726,0.32676597789524264,0.0,0.0,0.2602305200532608,0.1659526704059091,0.42618319045916997,0.0,0.0,1285.4560573714834,819.7534453936781,2105.2095027651617,6,42,234939,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.0,0.0,0.2602305200532608,0.1659526704059091,0.42618319045916997,0.0,0.0,1285.4560573714834,819.7534453936781,2105.2095027651617
ecol-SAMN08768110,UNICYCLER,rfplasmid,mobrecon,2.0,42.0,234939.0,0.37116017349184255,0.9101050687563952,0.5272831012299999,0.40476190476190477,0.2876712328767123,0.3363165332077249,0.0,0.0,0.2602305200532608,0.1659526704059091,0.42618319045916997,0.0,0.0,1285.4560573714834,819.7534453936781,2105.2095027651617,6,42,234939,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.0,0.0,0.2602305200532608,0.1659526704059091,0.42618319045916997,0.0,0.0,1285.4560573714834,819.7534453936781,2105.2095027651617
ecol-SAMN08768110,UNICYCLER,plasclass,ground_truth,3.0,73.0,160276.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,73,160276,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN08768110,UNICYCLER,plasgraph2,ground_truth,3.0,73.0,160276.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,73,160276,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN08768110,UNICYCLER,mlplasmids,ground_truth,2.0,69.0,159231.0,0.5646136744729355,1.0,0.7217291829730869,0.8985507246376812,1.0,0.9465648854961832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,73,160276,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN08768110,UNICYCLER,rfplasmid,ground_truth,3.0,73.0,160276.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,73,160276,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpne-SAMD00574222,SKESA,plasclass,plasbinflow,3.0,27.0,198146.0,0.5916041706620371,1.0,0.7434061578463391,0.5185185185185185,1.0,0.6829268292682926,0.0,0.0,0.1265926911516483,0.0,0.1265926911516483,0.0,0.0,359.7434290853207,0.0,359.7434290853207,8,64,311601,0.5258583894146681,0.8734773428617834,0.6564906163873436,0.5625,0.8260869565217391,0.6692759295499021,0.0,0.0,0.2567004369694701,0.0,0.2567004369694701,0.0,0.0,1079.230287255962,0.0,1079.230287255962
kpne-SAMD00574222,SKESA,plasgraph2,plasbinflow,3.0,9.0,44467.0,1.0,0.2909273997076498,0.45072619850432294,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.40913581756207373,0.40913581756207373,0.0,0.0,0.0,726.8015814618157,726.8015814618157,4,9,44467,1.0,0.21289589085593633,0.35105385789656923,1.0,0.30434782608695654,0.4666666666666667,0.0,0.0,0.0,0.40913581756207373,0.40913581756207373,0.0,0.0,0.0,726.8015814618157,726.8015814618157
kpne-SAMD00574222,SKESA,mlplasmids,plasbinflow,3.0,12.0,45868.0,1.0,0.30091927886957937,0.46262559677193826,1.0,0.5652173913043478,0.7222222222222222,0.0,0.0,0.0,0.3577364342093581,0.3577364342093581,0.0,0.0,0.0,658.6252278720726,658.6252278720726,3,12,45868,1.0,0.30091927886957937,0.46262559677193826,1.0,0.5652173913043478,0.7222222222222222,0.0,0.0,0.0,0.3577364342093581,0.3577364342093581,0.0,0.0,0.0,658.6252278720726,658.6252278720726
kpne-SAMD00574222,SKESA,rfplasmid,plasbinflow,3.0,13.0,148814.0,0.7800946147539882,0.9688354718206919,0.8642807850943661,0.6153846153846154,0.6086956521739131,0.6120218579234973,0.0,0.0,0.0,0.08512295937133668,0.08512295937133668,0.0,0.0,0.0,196.36721362555642,196.36721362555642,4,17,180983,0.8191819121132924,0.9688354718206919,0.8877458367692925,0.7058823529411765,0.6086956521739131,0.6536964980544747,0.0,0.0,0.0,0.07505691618615436,0.07505691618615436,0.0,0.0,0.0,196.36721362555642,196.36721362555642
kpne-SAMD00574222,SKESA,plasclass,gplascc,5.0,16.0,65606.0,0.6985946407340792,0.34442098424557416,0.4613749746174867,0.625,0.5652173913043478,0.593607305936073,0.0,0.0,0.070100050476255,0.2782017205131446,0.34830177098939963,0.0,0.0,145.2499736884129,576.4445576011835,721.6945312895964,9,16,65606,0.7003627716977106,0.3415169725515673,0.4591427653685137,0.6875,0.4782608695652174,0.5641025641025642,0.0,0.0,0.070100050476255,0.2782017205131446,0.34830177098939963,0.0,0.0,145.2499736884129,576.4445576011835,721.6945312895964
kpne-SAMD00574222,SKESA,plasgraph2,gplascc,3.0,12.0,53141.0,0.8654711051730303,0.3472795192463862,0.49566725965615016,0.8333333333333334,0.5652173913043478,0.6735751295336787,0.0,0.0,0.0,0.3039723343253254,0.3039723343253254,0.0,0.0,0.0,583.5349837124818,583.5349837124818,4,12,53141,0.8654711051730303,0.34512912132532075,0.49347303184438823,0.8333333333333334,0.5217391304347826,0.6417112299465241,0.0,0.0,0.0,0.30397233432532533,0.30397233432532533,0.0,0.0,0.0,583.5349837124818,583.5349837124818
kpne-SAMD00574222,SKESA,mlplasmids,gplascc,3.0,28.0,57377.0,0.7987869703888317,0.346993665746305,0.4838169022310397,0.35714285714285715,0.6086956521739131,0.45016077170418006,0.0,0.0,0.11037348826567968,0.26615296226798574,0.37652645053366546,0.0,0.0,239.05124358580994,576.4445576011835,815.4958011869935,21,28,57377,0.8008086864074455,0.3415169725515673,0.47882975582303927,0.39285714285714285,0.4782608695652174,0.4313725490196078,0.0,0.0,0.11037348826567968,0.26615296226798574,0.37652645053366546,0.0,0.0,239.05124358580994,576.4445576011835,815.4958011869935
kpne-SAMD00574222,SKESA,rfplasmid,gplascc,3.0,10.0,53034.0,0.8195120111626504,0.3465843755075524,0.48714679482164513,0.7,0.4782608695652174,0.5682656826568265,0.0,0.0,0.0,0.3268383380263986,0.3268383380263986,0.0,0.0,0.0,616.6179998583118,616.6179998583118,3,10,53034,0.8195120111626504,0.3465843755075524,0.48714679482164513,0.7,0.4782608695652174,0.5682656826568265,0.0,0.0,0.0,0.3268383380263986,0.3268383380263986,0.0,0.0,0.0,616.6179998583118,616.6179998583118
kpne-SAMD00574222,SKESA,plasclass,mobrecon,4.0,10.0,148262.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275
kpne-SAMD00574222,SKESA,plasgraph2,mobrecon,4.0,10.0,148262.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275
kpne-SAMD00574222,SKESA,mlplasmids,mobrecon,3.0,10.0,148262.0,0.7774750104544658,0.9632093552054573,0.860433078255738,0.6,0.43478260869565216,0.5042016806722689,0.0,0.0,0.0,0.1179431616990731,0.1179431616990731,0.0,0.0,0.0,265.96086694577275,265.96086694577275,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275
kpne-SAMD00574222,SKESA,rfplasmid,mobrecon,4.0,10.0,148262.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275
kpne-SAMD00574222,SKESA,plasclass,ground_truth,3.0,21.0,153160.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,23,153925,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpne-SAMD00574222,SKESA,plasgraph2,ground_truth,3.0,21.0,153160.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,23,153925,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpne-SAMD00574222,SKESA,mlplasmids,ground_truth,3.0,21.0,153160.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,23,153925,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpne-SAMD00574222,SKESA,rfplasmid,ground_truth,3.0,21.0,153160.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,23,153925,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasclass,plasbinflow,2.0,31.0,81596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1188.2557333132063,0.0,1188.2557333132063,2,31,81596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1188.2557333132063,0.0,1188.2557333132063
ecol-SAMN15488590,UNICYCLER,plasgraph2,plasbinflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
