sample,assembler,classification,binning,merged.nb_bins,merged.nb_ctgs,merged.len_ctgs,merged.w.Precision,merged.w.Recall,merged.w.F1,merged.u.Precision,merged.u.Recall,merged.u.F1,merged.n.Cuts,merged.n.Joins,merged.n.Extra_ctgs,merged.n.Missing_ctgs,merged.n.Dissimilarity,merged.u.Cuts,merged.u.Joins,merged.u.Extra_ctgs,merged.u.Missing_ctgs,merged.u.Dissimilarity,unmerged.nb_bins,unmerged.nb_ctgs,unmerged.len_ctgs,unmerged.w.Precision,unmerged.w.Recall,unmerged.w.F1,unmerged.u.Precision,unmerged.u.Recall,unmerged.u.F1,unmerged.n.Cuts,unmerged.n.Joins,unmerged.n.Extra_ctgs,unmerged.n.Missing_ctgs,unmerged.n.Dissimilarity,unmerged.u.Cuts,unmerged.u.Joins,unmerged.u.Extra_ctgs,unmerged.u.Missing_ctgs,unmerged.u.Dissimilarity
ecol-SAMN08768110,UNICYCLER,plasclass,plasbinflow,1.0,448.0,3579573.0,0.02468311164488055,0.9903354213980883,0.04816574077512736,0.13616071428571427,0.9863013698630136,0.23928736822032745,0.0,0.0,0.9149810593957136,0.000414187845552053,0.9153952472412656,0.0,0.0,3421891.0,1549.0,3423440.0,20,1608,8108032,0.036286610610318265,0.938649579475405,0.06987208421705665,0.18159203980099503,0.9315068493150684,0.303933874177254,0.0,0.0,0.9432950489991423,0.000187341835838723,0.943482390834981,0.0,0.0,7799454.0,1549.0,7801003.0
ecol-SAMN08768110,UNICYCLER,plasgraph2,plasbinflow,1.0,130.0,649349.0,0.08550717718823006,0.4424243180513614,0.14331577069040363,0.4153846153846154,0.863013698630137,0.5608308605341247,0.0,0.0,0.7157437085070248,0.11037949668056199,0.8261232051875869,0.0,0.0,579484.0,89366.0,668850.0,15,427,1526417,0.08717801229939132,0.35440115800244576,0.1399340847084662,0.4613583138173302,0.7397260273972602,0.5682844093058042,0.0,0.0,0.8173615471220904,0.05298296726197358,0.870344514384064,0.0,0.0,1378638.0,89366.0,1468004.0
ecol-SAMN08768110,UNICYCLER,mlplasmids,plasbinflow,1.0,71.0,169154.0,0.5223346772763281,0.9130624672440041,0.6645187932575954,0.6901408450704225,0.821917808219178,0.7502870996554803,0.0,0.0,0.07241902680387335,0.04229730139938682,0.11471632820326018,0.0,0.0,23857.0,13934.0,37791.0,5,198,335408,0.6079401803177026,0.9081022735780778,0.7283065965960399,0.7676767676767676,0.7397260273972602,0.7534422617954837,0.0,0.0,0.13916325723646517,0.028110651140646058,0.16727390837711123,0.0,0.0,68981.0,13934.0,82915.0
ecol-SAMN08768110,UNICYCLER,rfplasmid,plasbinflow,1.0,24.0,168622.0,0.5068081270534094,0.8144513214704634,0.6248137703337102,0.5,0.2328767123287671,0.3177570093457944,0.0,0.0,0.11579577863045686,0.09042013025314839,0.20621590888360525,0.0,0.0,38085.0,29739.0,67824.0,15,26,170408,0.7716949908455002,0.5433127854451072,0.6376719020977852,0.6923076923076923,0.0684931506849315,0.12465373961218836,0.0,0.0,0.11765008285855984,0.08993177776971369,0.20758186062827352,0.0,0.0,38905.0,29739.0,68644.0
ecol-SAMN08768110,UNICYCLER,plasclass,gplascc,,,,,,,,,,,,,,,,,,,,87,290,572612,0.25058853115198426,0.8818101275300108,0.39027157603644513,0.19655172413793104,0.6164383561643836,0.2980651908663064,0.0,0.0,0.5636809444280708,0.005374627501064283,0.5690555719291351,0.0,0.0,413115.0,3939.0,417054.0
ecol-SAMN08768110,UNICYCLER,plasgraph2,gplascc,,,,,,,,,,,,,,,,,,,,32,114,225054,0.23572564806668622,0.37106616087249494,0.2883025444928286,0.38596491228070173,0.589041095890411,0.4663544491003204,0.0,0.0,0.4271896815716399,0.2567747125840189,0.6839643941556588,0.0,0.0,164609.0,98943.0,263552.0
ecol-SAMN08768110,UNICYCLER,mlplasmids,gplascc,,,,,,,,,,,,,,,,,,,,127,236,232978,0.393230262084832,0.8904452319748434,0.5455428783395923,0.22033898305084745,0.6438356164383562,0.3283181085437937,0.0,0.0,0.2243232109527176,0.03719224724986904,0.26151545820258665,0.0,0.0,88216.0,14626.0,102842.0
ecol-SAMN08768110,UNICYCLER,rfplasmid,gplascc,2.0,45.0,190545.0,0.46763756592930805,0.8799508348099528,0.6107177329550315,0.5777777777777777,0.4657534246575342,0.5157526254375729,0.0,0.0,0.1424458627049122,0.05484563352820954,0.19729149623312173,0.0,0.0,49973.0,19241.0,69214.0,3,45,190545,0.46763756592930805,0.8799508348099528,0.6107177329550315,0.5777777777777777,0.4657534246575342,0.5157526254375729,0.0,0.0,0.1424458627049122,0.05484563352820954,0.19729149623312173,0.0,0.0,49973.0,19241.0,69214.0
ecol-SAMN08768110,UNICYCLER,plasclass,mobrecon,,,,,,,,,,,,,,,,,,,,6,42,234939,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.0,0.0,0.225373530862948,0.03645610617005934,0.2618296370330073,0.0,0.0,89071.0,14408.0,103479.0
ecol-SAMN08768110,UNICYCLER,plasgraph2,mobrecon,6.0,42.0,234939.0,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.0,0.0,0.225373530862948,0.03645610617005934,0.2618296370330073,0.0,0.0,89071.0,14408.0,103479.0,6,42,234939,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.0,0.0,0.225373530862948,0.03645610617005934,0.2618296370330073,0.0,0.0,89071.0,14408.0,103479.0
ecol-SAMN08768110,UNICYCLER,mlplasmids,mobrecon,4.0,42.0,234939.0,0.3754165974997765,0.9038658314407647,0.5304946388059391,0.40476190476190477,0.273972602739726,0.32676597789524264,0.0,0.0,0.225373530862948,0.03645610617005934,0.2618296370330073,0.0,0.0,89071.0,14408.0,103479.0,6,42,234939,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.0,0.0,0.225373530862948,0.03645610617005934,0.2618296370330073,0.0,0.0,89071.0,14408.0,103479.0
ecol-SAMN08768110,UNICYCLER,rfplasmid,mobrecon,2.0,42.0,234939.0,0.37116017349184255,0.9101050687563952,0.5272831012299999,0.40476190476190477,0.2876712328767123,0.3363165332077249,0.0,0.0,0.225373530862948,0.03645610617005934,0.2618296370330073,0.0,0.0,89071.0,14408.0,103479.0,6,42,234939,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,0.0,0.0,0.225373530862948,0.03645610617005934,0.2618296370330073,0.0,0.0,89071.0,14408.0,103479.0
ecol-SAMN08768110,UNICYCLER,plasclass,ground_truth,3.0,73.0,160276.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,73,160276,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN08768110,UNICYCLER,plasgraph2,ground_truth,3.0,73.0,160276.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,73,160276,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN08768110,UNICYCLER,mlplasmids,ground_truth,2.0,69.0,159231.0,0.5646136744729355,1.0,0.7217291829730869,0.8985507246376812,1.0,0.9465648854961832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,73,160276,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN08768110,UNICYCLER,rfplasmid,ground_truth,3.0,73.0,160276.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,73,160276,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpne-SAMD00574222,SKESA,plasclass,plasbinflow,3.0,27.0,198146.0,0.5916041706620371,1.0,0.7434061578463391,0.5185185185185185,1.0,0.6829268292682926,0.0,0.0,0.12777536349202293,0.0,0.12777536349202293,0.0,0.0,44986.0,0.0,44986.0,8,64,311601,0.5258583894146681,0.8734773428617834,0.6564906163873436,0.5625,0.8260869565217391,0.6692759295499021,0.0,0.0,0.28990432328162125,0.0,0.28990432328162125,0.0,0.0,134958.0,0.0,134958.0
kpne-SAMD00574222,SKESA,plasgraph2,plasbinflow,3.0,9.0,44467.0,1.0,0.2909273997076498,0.45072619850432294,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.5501431509335054,0.5501431509335054,0.0,0.0,0.0,109144.0,109144.0,4,9,44467,1.0,0.21289589085593633,0.35105385789656923,1.0,0.30434782608695654,0.4666666666666667,0.0,0.0,0.0,0.5501431509335054,0.5501431509335054,0.0,0.0,0.0,109144.0,109144.0
kpne-SAMD00574222,SKESA,mlplasmids,plasbinflow,3.0,12.0,45868.0,1.0,0.30091927886957937,0.46262559677193826,1.0,0.5652173913043478,0.7222222222222222,0.0,0.0,0.0,0.5385874379983283,0.5385874379983283,0.0,0.0,0.0,107606.0,107606.0,3,12,45868,1.0,0.30091927886957937,0.46262559677193826,1.0,0.5652173913043478,0.7222222222222222,0.0,0.0,0.0,0.5385874379983283,0.5385874379983283,0.0,0.0,0.0,107606.0,107606.0
kpne-SAMD00574222,SKESA,rfplasmid,plasbinflow,3.0,13.0,148814.0,0.7800946147539882,0.9688354718206919,0.8642807850943661,0.6153846153846154,0.6086956521739131,0.6120218579234973,0.0,0.0,0.0,0.01584533211776481,0.01584533211776481,0.0,0.0,0.0,4797.0,4797.0,4,17,180983,0.8191819121132924,0.9688354718206919,0.8877458367692925,0.7058823529411765,0.6086956521739131,0.6536964980544747,0.0,0.0,0.0,0.014323336558099538,0.014323336558099538,0.0,0.0,0.0,4797.0,4797.0
kpne-SAMD00574222,SKESA,plasclass,gplascc,5.0,16.0,65606.0,0.6985946407340792,0.34442098424557416,0.4613749746174867,0.625,0.5652173913043478,0.593607305936073,0.0,0.0,0.056980563109538064,0.45785788795204324,0.5148384510615813,0.0,0.0,12509.0,100514.0,113023.0,9,16,65606,0.7003627716977106,0.3415169725515673,0.4591427653685137,0.6875,0.4782608695652174,0.5641025641025642,0.0,0.0,0.056980563109538064,0.45785788795204324,0.5148384510615813,0.0,0.0,12509.0,100514.0,113023.0
kpne-SAMD00574222,SKESA,plasgraph2,gplascc,3.0,12.0,53141.0,0.8654711051730303,0.3472795192463862,0.49566725965615016,0.8333333333333334,0.5652173913043478,0.6735751295336787,0.0,0.0,0.0,0.485207614963345,0.485207614963345,0.0,0.0,0.0,100470.0,100470.0,4,12,53141,0.8654711051730303,0.34512912132532075,0.49347303184438823,0.8333333333333334,0.5217391304347826,0.6417112299465241,0.0,0.0,0.0,0.485207614963345,0.485207614963345,0.0,0.0,0.0,100470.0,100470.0
kpne-SAMD00574222,SKESA,mlplasmids,gplascc,3.0,28.0,57377.0,0.7987869703888317,0.346993665746305,0.4838169022310397,0.35714285714285715,0.6086956521739131,0.45016077170418006,0.0,0.0,0.020255369092578395,0.47568882452603384,0.49594419361861225,0.0,0.0,4280.0,100514.0,104794.0,21,28,57377,0.8008086864074455,0.3415169725515673,0.47882975582303927,0.39285714285714285,0.4782608695652174,0.4313725490196078,0.0,0.0,0.020255369092578395,0.47568882452603384,0.49594419361861225,0.0,0.0,4280.0,100514.0,104794.0
kpne-SAMD00574222,SKESA,rfplasmid,gplascc,3.0,10.0,53034.0,0.8195120111626504,0.3465843755075524,0.48714679482164513,0.7,0.4782608695652174,0.5682656826568265,0.0,0.0,0.0,0.48597548306669436,0.48597548306669436,0.0,0.0,0.0,100577.0,100577.0,3,10,53034,0.8195120111626504,0.3465843755075524,0.48714679482164513,0.7,0.4782608695652174,0.5682656826568265,0.0,0.0,0.0,0.48597548306669436,0.48597548306669436,0.0,0.0,0.0,100577.0,100577.0
kpne-SAMD00574222,SKESA,plasclass,mobrecon,4.0,10.0,148262.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.018740051689847676,0.018740051689847676,0.0,0.0,0.0,5663.0,5663.0,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.018740051689847676,0.018740051689847676,0.0,0.0,0.0,5663.0,5663.0
kpne-SAMD00574222,SKESA,plasgraph2,mobrecon,4.0,10.0,148262.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.018740051689847676,0.018740051689847676,0.0,0.0,0.0,5663.0,5663.0,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.018740051689847676,0.018740051689847676,0.0,0.0,0.0,5663.0,5663.0
kpne-SAMD00574222,SKESA,mlplasmids,mobrecon,3.0,10.0,148262.0,0.7774750104544658,0.9632093552054573,0.860433078255738,0.6,0.43478260869565216,0.5042016806722689,0.0,0.0,0.0,0.018740051689847676,0.018740051689847676,0.0,0.0,0.0,5663.0,5663.0,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.018740051689847676,0.018740051689847676,0.0,0.0,0.0,5663.0,5663.0
kpne-SAMD00574222,SKESA,rfplasmid,mobrecon,4.0,10.0,148262.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.018740051689847676,0.018740051689847676,0.0,0.0,0.0,5663.0,5663.0,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.018740051689847676,0.018740051689847676,0.0,0.0,0.0,5663.0,5663.0
