plasmid	contigs
GP_0	14:1,19:1,21:1,22:1,23:1,32:1,35:1,36:1,38:1,39:1,40:1,41:1,43:1,44:1,46:1,47:1,48:1,49:1,50:1,51:1,52:1,53:1,58:1,59:1,62:1,63:1,66:1,68:1,69:1,70:1,71:1,73:1,86:1,87:1,88:1,90:1,102:1,104:1,110:1,112:1,113:1,126:1,130:1
GP_1	54:1,60:1,65:1,84:1,103:1,105:1,122:1
GP_unb_1	67:1
GP_unb_2	72:1
GP_unb_3	74:1
GP_unb_4	75:1
GP_unb_5	76:1
GP_unb_6	78:1
GP_unb_7	80:1
GP_unb_8	81:1
GP_unb_9	82:1
GP_unb_10	83:1
GP_unb_11	89:1
GP_unb_12	92:1
GP_unb_13	93:1
GP_unb_14	94:1
GP_unb_15	95:1
GP_unb_16	96:1
GP_unb_17	97:1
GP_unb_18	98:1
GP_unb_19	99:1
GP_unb_20	100:1
GP_unb_21	109:1
GP_unb_22	114:1
GP_unb_23	118:1
GP_unb_24	119:1
GP_unb_25	120:1
GP_unb_26	121:1
GP_unb_27	127:1
GP_unb_28	128:1
GP_unb_29	129:1
