plasmid	contigs
GP_Isolated_0	Contig:137:30.8174:1
GP_Isolated_1	Contig:164:20.4855:1
GP_unb_2,GP_0,GP_unb_8,GP_unb_1	Contig:245:103.222:1,Contig:178:162.905:1,Contig:86:114.385:1,Contig:91:187.658:1,Contig:146:124.223:5p:1:9:1,Contig:258:95.442:3p:1:7:1,Contig:258:95.442:3p:1:9:1,Contig:146:124.223:5p:1:8:1,Contig:198:144.223:1
GP_Isolated_2	Contig:184:10.854:1
GP_Isolated_3	Contig:188:73.3732:1
GP_1	Contig:1:645.892:Circ:1
GP_Isolated_4	Contig:217:28.8373:1
GP_Isolated_5	Contig:220:27.9614:1
GP_2	Contig:243:26.2269:1,Contig:66:42.5654:1
GP_Isolated_6	Contig:256:62.4651:1
GP_unb_7,GP_unb_4,GP_unb_6,GP_unb_5,GP_unb_3	Contig:126:111.281:5p:1:26:1,Contig:126:111.281:5p:1:12:1,Contig:126:111.281:5p:1:18:1,Contig:126:111.281:5p:1:17:1,Contig:32:113.396:1
GP_Isolated_7	Contig:38:39.1049:1
GP_Isolated_8	Contig:47:52.6951:1
GP_Isolated_9	Contig:69:15.9495:1
