plasmid	contigs
GP_1	2:1,22:1,25:1,28:1,35:1,46:1,59:1,60:1,65:1,68:1,70:1,71:1,74:1,77:1,87:1,90:1,96:1,121:1,128:1,149:1,150:1,151:1,173:1,184:1,189:1,199:1,215:1
GP_0	21:1
GP_3	40:1,45:1,51:1,54:1,56:1,58:1,66:1,78:1,80:1,88:1,92:1,133:1,168:1,171:1,173:1,178:1,179:1
GP_2	57:1,62:1,63:1,69:1,75:1,76:1,79:1,81:1,96:1,150:1,166:1,179:1
GP_unb_1	89:1
GP_unb_2	100:1
GP_unb_3	101:1
GP_unb_4	104:1
GP_unb_5	105:1
GP_unb_6	108:1
GP_unb_7	109:1
GP_unb_8	112:1
GP_unb_9	113:1
GP_unb_10	117:1
GP_unb_11	118:1
GP_unb_12	119:1
GP_unb_13	122:1
GP_unb_14	124:1
GP_unb_15	130:1
GP_unb_16	137:1
GP_unb_17	138:1
GP_unb_18	139:1
GP_unb_19	147:1
GP_unb_20	153:1
GP_unb_21	158:1
GP_unb_22	167:1
GP_unb_23	169:1
GP_unb_24	170:1
GP_unb_25	174:1
GP_unb_26	175:1
GP_unb_27	177:1
GP_unb_28	181:1
GP_unb_29	191:1
GP_unb_30	197:1
GP_unb_31	211:1
GP_unb_32	214:1
GP_unb_33	220:1
GP_unb_34	221:1
GP_unb_35	222:1
GP_unb_36	225:1
