plasmid	contigs
PBF_P1	112:1,110:1,187:1,41:1,157:1,145:1,142:1,114:1,134:1,102:1,43:1,184:1,53:1
PBF_P2	59:1,71:1,205:1,63:1,121:1,128:1,195:1,41:1,112:1,77:1,177:1,46:1,74:1,70:1,169:1,170:1,69:1,80:1,109:1,110:1,194:1,48:1,212:1,187:1,93:1,61:1,111:1,132:1,43:1,86:1,88:1,163:1,172:1,91:1,136:1,62:1,37:1,85:1,83:1,209:1,202:1,78:1,127:1,175:1,56:1,66:1,143:1,81:1,38:1,64:1,65:1,49:1,159:1,126:1,12:1,125:1,52:1,142:1,162:1,108:1,134:1,95:1,50:1,73:1,103:1,138:1,206:1,89:1,105:1,201:1,157:1,72:1,30:1,76:1,98:1,130:1,115:1,133:1,145:1,192:1,101:1,60:1,82:1,67:1,118:1,87:1,199:1,200:1,196:1,99:1,184:1,51:1,208:1,31:1,116:1,90:1,92:1,114:1,141:1
PBF_P3	71:1,205:1,63:1,128:1,112:1,77:1,177:1,46:1,74:1,70:1,69:1,80:1,109:1,194:1,48:1,212:1,93:1,61:1,43:1,86:1,88:1,163:1,172:1,6:1,136:1,62:1,37:1,85:1,83:1,209:1,202:1,78:1,127:1,175:1,66:1,38:1,64:1,49:1,65:1,159:1,126:1,125:1,52:1,142:1,108:1,95:1,50:1,73:1,138:1,206:1,105:1,201:1,157:1,72:1,30:1,130:1,115:1,133:1,204:1,192:1,101:1,60:1,82:1,67:1,118:1,200:1,196:1,99:1,184:1,2:1,51:1,208:1,31:1,34:1,116:1,90:1,92:1,141:1
PBF_P4	71:1,93:1,66:1,130:1,86:1,49:1,63:1,115:1,88:1,126:1,163:1,101:1,128:1,6:1,77:1,177:1,136:1,74:1,118:1,108:1,200:1,196:1,99:1,95:1,85:1,109:1,138:1,206:1,208:1,209:1,201:1,194:1,116:1,160:1,90:1,202:1
PBF_P5	63:1,141:1,209:1,159:1,71:1,93:1,66:1,61:1,160:1,128:1,95:1,99:1,80:1,82:1,73:1,49:1
PBF_P6	186:1,71:1,75:1,93:1,66:1,130:1,86:1,49:1,63:1,115:1,88:1,126:1,163:1,101:1,128:1,6:1,77:1,177:1,136:1,118:1,108:1,200:1,196:1,99:1,95:1,85:1,109:1,138:1,206:1,208:1,209:1,201:1,194:1,160:1,90:1,202:1
PBF_P7	164:1,186:1,71:1,75:1,93:1,175:1,66:1,76:1,130:1,132:1,49:1,63:1,115:1,88:1,192:1,163:1,101:1,55:1,128:1,12:1,177:1,180:1,136:1,125:1,26:1,146:1,191:1,118:1,167:1,108:1,5:1,200:1,131:1,196:1,99:1,95:1,85:1,109:1,138:1,209:1,206:1,208:1,201:1,190:1,194:1,32:1,90:1,202:1,127:1,193:1
PBF_P8	54:1
PBF_P9	164:1,71:1,93:1,66:1,76:1,27:1,130:1,132:1,49:1,128:1,180:1,26:1,146:1,191:1,167:1,131:1,99:1,95:1,17:1,209:1,190:1,194:1,32:1,78:1,193:1
PBF_P10	164:1,71:1,93:1,66:1,76:1,27:1,81:1,132:1,195:1,180:1,26:1,146:1,191:1,167:1,131:1,99:1,95:1,17:1,89:1,190:1,32:1,78:1,193:1
PBF_P11	180:1,32:1
