plasmid	contigs
GP_0	30:1,37:1,38:1,46:1,48:1,52:1,59:1,65:1,69:1,70:1,73:1,78:1,93:1,159:1,192:1
GP_1	31:1,49:1,60:1,63:1,66:1,67:1,71:1,77:1,90:1,91:1,92:1,93:1,95:1,98:1,99:1,101:1,121:1,128:1,175:1,192:1,194:1,200:1,209:1,212:1
GP_2	54:1
GP_unb_1	62:1
GP_3	64:1,205:1
GP_4	79:1,84:1,107:1,117:1,124:1
GP_unb_2	105:1
GP_unb_3	110:1
GP_unb_4	111:1
GP_unb_5	118:1
GP_unb_6	125:1
GP_unb_7	127:1
GP_unb_8	130:1
GP_unb_9	135:1
GP_unb_10	144:1
GP_unb_11	163:1
GP_unb_12	178:1
GP_unb_13	179:1
GP_unb_14	196:1
GP_unb_15	202:1
GP_unb_16	204:1
GP_unb_17	206:1
GP_unb_18	208:1
GP_unb_19	213:1
