plasmid	contigs
GP_0	Contig:15:408.869:1,Contig:16:209.103:1,Contig:17:208.546:1,Contig:23:2076.28:1,Contig:24:238.493:1,Contig:25:1875.43:1,Contig:28:208.701:1,Contig:39:207.851:1,Contig:43:212.99:1,Contig:45:822.833:1,Contig:50:1402.67:1,Contig:60:223.768:1,Contig:68:204.143:1,Contig:6:218.936:1,Contig:8:196.837:1,Contig:9:1436.21:1,Contig:11:99.1636:3p:1:19:1,Contig:21:111.458:5p:1:17:1
GP_unb_1	Contig:31:110.904:1
GP_unb_2	Contig:7:439.207:1
GP_unb_3	Contig:11:99.1636:3p:1:37:1
GP_unb_4	Contig:11:99.1636:3p:1:40:1
GP_unb_5	Contig:13:132.269:5p:1:23:1
GP_unb_6	Contig:20:107.8:5p:1:36:1
GP_unb_7	Contig:20:107.8:5p:1:41:1
GP_unb_8	Contig:20:107.8:5p:1:43:1
GP_unb_9	Contig:53:670.56:5p:1:2:1
GP_unb_10	Contig:53:670.56:5p:1:4:1
GP_unb_11	Contig:55:222.83:5p:1:3:1
GP_unb_12	Contig:55:222.83:5p:1:5:1
GP_unb_13	Contig:5:761.148:5p:1:10:1
GP_unb_14	Contig:5:761.148:5p:1:11:1
GP_unb_15	Contig:66:660.606:3p:1:2:1
GP_unb_16	Contig:66:660.606:3p:1:6:1
