plasmid	contigs
GP_0	31:1,34:1,41:1,44:1,54:1,58:1,60:1,62:1,66:1,69:1,73:1,74:1,80:1,81:1,84:1,86:1,87:1,99:1,104:1
GP_1	33:1,35:1,40:1,42:1,43:1,46:1,48:1,49:1,51:1,52:1,59:1,61:1,63:1,64:1,67:1,68:1,71:1,72:1,75:1,76:1,80:1,84:1,85:1,97:1,99:1,104:1,112:1,114:1,125:1,128:1,129:1,131:1,137:1,139:1,140:1,141:1
GP_unb_1	88:1
GP_unb_2	93:1
GP_unb_3	98:1
GP_unb_4	101:1
GP_unb_5	105:1
GP_unb_6	106:1
GP_unb_7	107:1
GP_unb_8	116:1
GP_unb_9	119:1
GP_unb_10	122:1
GP_unb_11	123:1
GP_unb_12	124:1
GP_unb_13	138:1
