plasmid	contigs	copy_number
PBF_P1	Contig:1:274.358:Circ:1	5.071078662335816
PBF_P4,PBF_P2,PBF_P17,PBF_P5	Contig:303:81.6228:1,Contig:174:196.069:1,Contig:303:81.6228:3p:1:5:1,Contig:877:272.28:1,Contig:717:76.2856:1,Contig:663:79.7262:1,Contig:303:81.6228:3p:1:8:1,Contig:596:116.207:1,Contig:906:75.3656:1,Contig:172:62.5476:1	0.0
PBF_P3	Contig:120:23.8945:3p:1:7:1,Contig:576:88.7955:1,Contig:804:67.9553:1	1.7562367211752405
PBF_P6	Contig:90:78.3622:1	1.7537851865831593
PBF_P9,PBF_P7	Contig:847:51.8374:1,Contig:9:65.3539:1	0.7424253179724474
PBF_P8,PBF_P58	Contig:472:52.4039:1,Contig:406:101.391:1,Contig:406:101.391:3p:1:3:1,Contig:324:41.2915:1	0.7969055630510411
PBF_P10	Contig:369:50.3135:1	1.1050444898763734
PBF_P11	Contig:634:75.9548:1	1.1621142684098624
PBF_P12	Contig:625:73.3259:1	1.2087075963212957
PBF_P13	Contig:505:56.5352:1	1.2054722252482506
PBF_P14	Contig:247:53.1191:1	1.112435276216428
PBF_P15	Contig:595:57.0466:1	1.2665642778509802
PBF_P16	Contig:405:56.2597:1	1.2242270699534625
PBF_P18	Contig:848:49.5191:1	1.1103932907031564
PBF_P19	Contig:173:48.9025:1	1.0693828825331033
PBF_P20	Contig:974:42.8097:1	0.9351869077200832
PBF_P21	Contig:811:50.7059:1	1.125167460781277
PBF_P22	Contig:317:53.8666:1	1.1947770238516648
PBF_P23	Contig:612:44.7178:1	0.9719379707618084
PBF_P24	Contig:40:65.6297:1	0.9228168681977047
PBF_P25	Contig:306:51.1531:1	1.1492953181525083
PBF_P26	Contig:373:52.5275:1	1.1402727200777156
PBF_P27	Contig:646:50.0248:1	1.0929061803807418
PBF_P28	Contig:1007:45.5119:1	0.9783837370913607
PBF_P29	Contig:953:49.4923:1	1.1077972073519449
PBF_P30	Contig:15:45.6206:1	1.0462621516312063
PBF_P31	Contig:374:46.5443:1	1.016717442427854
PBF_P32	Contig:484:46.9149:1	1.050640671366195
PBF_P33	Contig:429:46.7103:1	1.0312246642245029
PBF_P34	Contig:944:47.9397:1	1.072810573976777
PBF_P35	Contig:194:48.3741:1	1.1041387505837248
PBF_P36	Contig:300:44.453:1	0.9709508824709324
PBF_P37	Contig:673:50.6419:1	1.1136047131524285
PBF_P38	Contig:819:44.9193:1	0.971500395741918
PBF_P39	Contig:768:38.2884:1	0.85730133093036
PBF_P40	Contig:805:48.3213:1	1.0668420426036933
PBF_P41	Contig:413:39.0917:1	0.8269245330821596
PBF_P42	Contig:466:40.7264:1	0.9125726691630629
PBF_P43	Contig:192:41.3316:1	0.9215023974862264
PBF_P44	Contig:291:42.5374:1	0.9191144410168006
PBF_P45	Contig:39:45.2003:1	1.0044798415970837
PBF_P46	Contig:564:41.4118:1	0.8081680613066017
PBF_P47	Contig:256:36.4461:1	0.7923592237961822
PBF_P48	Contig:368:49.2688:1	1.0476229532943426
PBF_P49	Contig:409:44.1126:1	0.9944652960290217
PBF_P50	Contig:533:44.7036:1	0.9943841759270505
PBF_P51	Contig:995:36.2107:1	0.8007650607113497
PBF_P52	Contig:425:40.9506:1	0.8985374530269425
PBF_P53	Contig:570:32.8532:1	0.7082409730527092
PBF_P54	Contig:839:40.9278:1	0.8612226332846026
PBF_P55	Contig:627:31.0141:1	0.6580412258933844
PBF_P56	Contig:391:38.462:1	0.8392698707995804
PBF_P57	Contig:97:43.2875:1	0.9304599310507274
PBF_P59	Contig:502:33.8255:1	0.7422925377089481
PBF_P60,PBF_P89	Contig:633:36.7694:1,Contig:212:18.1405:1,Contig:167:583.342:5p:1:3:1,Contig:579:20.5404:1,Contig:87:486.239:1,Contig:118:519.706:1,Contig:167:583.342:1	0.3827855988001829
PBF_P61	Contig:217:31.6981:1	0.6401819723031071
PBF_P62	Contig:507:30.7294:1	0.6640513591636215
PBF_P63	Contig:526:34.7978:1	0.7541345399720728
PBF_P64	Contig:865:38.2534:1	0.8353882366571143
PBF_P65	Contig:528:33.9123:1	0.7509736226974341
PBF_P66	Contig:458:35.8076:1	0.7508008725185823
PBF_P67	Contig:101:41.1287:1	0.8906240186342722
PBF_P68	Contig:581:32.6998:1	0.6874047233549865
PBF_P69	Contig:609:29.6142:1	0.5958553675275907
PBF_P70	Contig:417:30.7851:1	0.6595485247596622
PBF_P71	Contig:467:39.6406:1	0.8698553752105939
PBF_P72	Contig:268:37.625:1	0.8207751076170744
PBF_P73	Contig:919:33.4561:1	0.7064019726843541
PBF_P74	Contig:399:31.9715:1	0.6466200901894924
PBF_P75	Contig:650:32.921:1	0.6934602069513747
PBF_P76	Contig:361:27.9172:1	0.5791171610651061
PBF_P77	Contig:618:34.7378:1	0.7525336847720702
PBF_P78	Contig:59:35.162:1	0.7646552083623395
PBF_P79	Contig:151:32.8588:1	0.6779525268206169
PBF_P80	Contig:423:32.9875:1	0.6875109099629759
PBF_P81	Contig:697:31.4358:1	0.6613776406368714
PBF_P82	Contig:965:29.2145:1	0.6284783600719877
PBF_P83	Contig:857:29.8187:1	0.6385964333814292
PBF_P84	Contig:548:30.1496:1	0.6302491464422662
PBF_P85	Contig:365:29.0909:1	0.5917446881775548
PBF_P86	Contig:770:30.0948:1	0.6434445366869367
PBF_P87	Contig:911:29.0013:1	0.6234713214404645
PBF_P88	Contig:204:23.727:1	0.5044726435052382
PBF_P90	Contig:234:20.7115:1	0.43667792170520975
