plasmid	contigs
GP_0	8:1,16:1,22:1,24:1,33:1,52:1,60:1,71:1,72:1,73:1,75:1,76:1,78:1,79:1,83:1,85:1,87:1,89:1,90:1,93:1,94:1,96:1,97:1,98:1,102:1,107:1,108:1,113:1,114:1,116:1,118:1,122:1,126:1,127:1,131:1,134:1,135:1,137:1,138:1,139:1,141:1,142:1,143:1,144:1,145:1,146:1,149:1,150:1,151:1,152:1,154:1,155:1,156:1,157:1,158:1,159:1,160:1,161:1,163:1,164:1,166:1,168:1,169:1,172:1,173:1,174:1,176:1,177:1,181:1,182:1,184:1,187:1,193:1,196:1,197:1,199:1,206:1,208:1,212:1,216:1,219:1,220:1,222:1,223:1,224:1,227:1,229:1,230:1,236:1,239:1,243:1,245:1,246:1,247:1,248:1,255:1,256:1,259:1,267:1,268:1,270:1,279:1,280:1,282:1
GP_1	92:1
GP_unb_1	183:1
GP_unb_2	186:1
GP_unb_3	195:1
GP_unb_4	198:1
GP_unb_5	202:1
GP_unb_6	203:1
GP_unb_7	205:1
GP_unb_8	209:1
GP_unb_9	215:1
GP_unb_10	217:1
GP_unb_11	218:1
GP_unb_12	221:1
GP_unb_13	233:1
GP_unb_14	235:1
GP_unb_15	240:1
GP_unb_16	242:1
GP_unb_17	265:1
GP_unb_18	266:1
GP_unb_19	273:1
GP_unb_20	274:1
GP_unb_21	275:1
GP_unb_22	281:1
