plasmid	contigs	copy_number
PBF_P1	211:1,220:1,38:1,273:1,190:1,101:1,227:1,272:1,240:1,258:1,241:1,253:1,262:1,133:1,252:1,242:1,191:1,274:1,245:1,266:1,260:1,75:1,247:1	0.8596485490657771
PBF_P2	123:1	1.6922842130507774
PBF_P3	141:1	1.0721797079963082
PBF_P4	120:1	0.6772479851163873
PBF_P5	150:1	0.7284576420229504
PBF_P6	112:1	0.6001409873474757
PBF_P7	82:1	0.8906948350666056
PBF_P8	129:1	0.6714159054076642
PBF_P9	202:1	0.8030791927384249
PBF_P10	149:1	0.43532750488731914
PBF_P11	148:1	0.6180950719834886
PBF_P12	195:1	0.6548716942464081
PBF_P13	143:1	0.6769609232491043
PBF_P14	161:1	0.6716956998859019
PBF_P15	192:1	0.5112426508528282
