plasmid	contigs	copy_number
PBF_P1	123:1	1.6922842130507774
PBF_P23,PBF_P33,PBF_P8,PBF_P35,PBF_P2,PBF_P41,PBF_P18	197:1,121:1,241:1,240:1,211:1,190:1,273:1,97:1,207:1,134:1,203:1,42:1,133:1	0.6334292628689582
PBF_P3	141:1	1.0721797079963082
PBF_P4	135:1	1.2560591856163836
PBF_P5	137:1	1.170289460105668
PBF_P6	70:1	1.1909651819390847
PBF_P7	147:1	1.0468310550068678
PBF_P9	104:1	0.8090893234787538
PBF_P10	202:1	0.8030791927384249
PBF_P11	143:1	0.6769609232491043
PBF_P12	126:1	0.816058749573041
PBF_P13	120:1	0.6772479851163873
PBF_P14	195:1	0.6548716942464081
PBF_P15	82:1	0.8906948350666056
PBF_P16	26:1	0.9526529603709275
PBF_P17	51:1	0.7514625620453339
PBF_P19	174:1	0.7919346516377062
PBF_P20	124:1	0.6641121794173007
PBF_P21	12:1	0.91295121401734
PBF_P22	115:1	0.9283689798765997
PBF_P24	150:1	0.7284576420229504
PBF_P25	122:1	0.8539872529996149
PBF_P26	188:1	0.6368304009418536
PBF_P27	161:1	0.6716956998859019
PBF_P28	162:1	0.612931592066918
PBF_P29	167:1	0.7833954695096693
PBF_P30	102:1	0.6019323987471021
PBF_P31	59:1	0.7689260979208
PBF_P32	182:1	0.6610308064621624
PBF_P34	148:1	0.6180950719834886
PBF_P36	129:1	0.6714159054076642
PBF_P37	199:1	0.7253690016787668
PBF_P38	139:1	0.7941221357402926
PBF_P39	163:1	0.6068015494073444
PBF_P40	196:1	0.6553985799521805
PBF_P42	184:1	0.48785619290557486
PBF_P43	192:1	0.5112426508528282
PBF_P44	157:1	0.6295920814528965
PBF_P45	177:1	0.6180805372053982
PBF_P46	159:1	0.6622081234874747
PBF_P47	149:1	0.43532750488731914
PBF_P48	151:1	0.598756549734377
PBF_P49	179:1	0.5192331451079572
PBF_P50	154:1	0.493433913997718
PBF_P51	169:1	0.43920829063742267
PBF_P52	144:1	0.3235481573535076
PBF_P53	142:1	0.41910669253857163
