plasmid	contigs
GP_0	Contig:100:247.911:1,Contig:138:143.151:1,Contig:52:145.098:1,Contig:93:1092.24:1,Contig:97:137.294:1,Contig:101:60.5604:3p:1:18:1,Contig:101:60.5604:3p:1:84:1,Contig:52:145.098:3p:1:2:1
GP_4	Contig:108:102.896:1,Contig:113:75.0874:1,Contig:119:326.611:1,Contig:132:76.6829:1,Contig:19:173.934:1,Contig:31:748.436:1,Contig:56:182.798:1,Contig:5:99.7586:1,Contig:71:90.6724:1,Contig:72:79.76:1,Contig:82:174.236:1,Contig:93:1092.24:1,Contig:95:76.2876:1,Contig:101:60.5604:3p:1:18:1,Contig:101:60.5604:3p:1:30:1,Contig:101:60.5604:3p:1:31:1,Contig:101:60.5604:3p:1:32:1,Contig:101:60.5604:3p:1:65:1,Contig:101:60.5604:3p:1:84:1,Contig:112:165.565:5p:1:10:1,Contig:112:165.565:5p:1:28:1,Contig:112:165.565:5p:1:33:1,Contig:114:94.8605:5p:1:5:1,Contig:119:326.611:5p:1:9:1,Contig:119:326.611:5p:1:10:1,Contig:119:326.611:5p:1:17:1,Contig:119:326.611:5p:1:21:1
GP_1	Contig:114:94.8605:1,Contig:120:157.689:1,Contig:122:290.911:1,Contig:12:164.364:1,Contig:139:285.033:1,Contig:29:90.683:1,Contig:31:748.436:1,Contig:80:258.402:1,Contig:86:130.06:1,Contig:112:165.565:3p:1:3:1,Contig:112:165.565:3p:1:8:1,Contig:112:165.565:5p:1:10:1,Contig:112:165.565:5p:1:28:1,Contig:112:165.565:5p:1:33:1,Contig:114:94.8605:5p:1:5:1,Contig:121:328.292:3p:1:7:1,Contig:127:235.401:3p:1:9:1,Contig:25:316.993:5p:1:1:1,Contig:41:197.756:5p:1:5:1,Contig:45:471.654:3p:1:5:1
GP_2	Contig:119:326.611:1,Contig:11:246.572:1,Contig:142:173.339:1,Contig:32:185.062:1,Contig:45:471.654:1,Contig:75:198.708:1,Contig:87:152.005:1,Contig:88:266.754:1,Contig:92:219.123:1,Contig:101:60.5604:3p:1:18:1,Contig:114:94.8605:5p:1:4:1,Contig:45:471.654:3p:1:9:1
GP_unb_1	Contig:101:60.5604:3p:1:93:1
GP_unb_2	Contig:112:165.565:5p:1:35:1
GP_unb_3	Contig:112:165.565:5p:1:39:1
GP_unb_4	Contig:114:94.8605:5p:1:11:1
GP_unb_5	Contig:114:94.8605:5p:1:15:1
GP_unb_6	Contig:119:326.611:5p:1:16:1
GP_unb_7	Contig:121:328.292:3p:1:8:1
GP_unb_8	Contig:127:235.401:3p:1:5:1
GP_3	Contig:41:197.756:5p:1:4:1,Contig:41:197.756:5p:1:6:1,Contig:41:197.756:5p:1:7:1
GP_unb_9	Contig:74:217.929:3p:1:3:1
GP_unb_10	Contig:74:217.929:3p:1:4:1
GP_unb_11	Contig:96:139.297:3p:1:2:1
