plasmid	contigs	copy_number
PBF_P1	Contig:416:74.3221:1	1.6683281961470964
PBF_P2,PBF_P4	Contig:366:72.9126:1,Contig:499:57.6393:1	1.3220440296991
PBF_P3	Contig:166:64.6403:1	1.3931657947482774
PBF_P5	Contig:136:57.7405:1	1.2589526181454307
PBF_P6	Contig:104:59.4898:1	1.393304119671469
PBF_P7	Contig:237:56.5305:1	1.2809207110210914
PBF_P8	Contig:445:53.0051:1	1.1113601593302727
PBF_P9	Contig:76:46.0696:1	1.0031842106898359
PBF_P10	Contig:165:49.1857:1	1.079272418925665
PBF_P11	Contig:70:32.8222:1	0.7016081843630122
PBF_P12	Contig:487:41.6226:1	0.9382336850077783
PBF_P13	Contig:110:33.0446:1	0.7260838671412035
PBF_P14	Contig:542:28.7599:1	0.6340670451764743
