plasmid	contigs	copy_number
PBF_P1	Contig:11:4601.98:Circ:1	23.850901934070645
PBF_P2	Contig:6:3130.41:Circ:1	14.88013251957509
PBF_P3	Contig:7:2565.44:Circ:1	13.927757325466082
PBF_P4	Contig:3:2346.08:Circ:1	12.15488788838626
PBF_P5	Contig:8:2164.26:Circ:1	10.719741792236116
PBF_P6	Contig:10:1504.62:Circ:1	6.1596772726115105
PBF_P15,PBF_P9,PBF_P10,PBF_P7,PBF_P17,PBF_P8	Contig:47:7903.75:1,Contig:73:168.185:1,Contig:19:154.942:1,Contig:42:157.923:1,Contig:35:145.841:1,Contig:24:244.099:1,Contig:20:430.008:1,Contig:20:430.008:3p:1:4:1,Contig:132:144.348:5p:1:3:1,Contig:81:355.211:1,Contig:92:419.878:1,Contig:32:130.965:1,Contig:48:287.793:1,Contig:114:534.336:1,Contig:130:216.09:1,Contig:24:244.099:3p:1:9:1,Contig:24:244.099:3p:1:8:1,Contig:116:159.369:1,Contig:94:130.228:1,Contig:67:126.171:1,Contig:80:142.69:1,Contig:103:171.945:5p:1:182:1,Contig:34:580.244:1,Contig:66:183.63:1,Contig:88:299.153:5p:1:3:1,Contig:88:299.153:5p:1:4:1,Contig:51:289.172:1,Contig:33:144.283:1,Contig:103:171.945:5p:1:160:1,Contig:107:164.76:1,Contig:88:299.153:1,Contig:53:207.086:1,Contig:119:979.855:1,Contig:30:193.461:3p:1:3:1,Contig:30:193.461:1,Contig:127:215.081:1,Contig:52:462.393:1,Contig:43:408.472:1,Contig:106:249.839:1,Contig:90:136.508:1,Contig:103:171.945:5p:1:125:1	0.0
PBF_P13	Contig:58:957.968:1	4.721688426176999
PBF_P14	Contig:1:772.576:Circ:1	2.813062664006797
PBF_P16	Contig:5:256.342:Circ:1	1.4894115211382575
