plasmid	contigs
PBF_P1	Contig:48:3581.09:1,Contig:73:4494.04:1
PBF_P2	Contig:61:2397.12:1
PBF_P3	Contig:52:449.852:1,Contig:27:4700.22:1,Contig:103:159.09:3p:1:3:1
PBF_P4	Contig:25:178.088:1,Contig:103:159.09:3p:1:1:1,Contig:95:223.142:1,Contig:102:171.652:1,Contig:27:4700.22:1,Contig:56:197.699:1,Contig:42:145.129:1,Contig:10:2962.23:1,Contig:100:224.523:1,Contig:33:189.341:1
PBF_P5	Contig:102:171.652:1,Contig:27:4700.22:1,Contig:112:163.608:1,Contig:56:197.699:1,Contig:43:108.727:1,Contig:10:2962.23:1,Contig:100:224.523:1,Contig:33:189.341:1
PBF_P6	Contig:21:194.817:1
PBF_P7	Contig:4:165.31:1,Contig:27:4700.22:1
PBF_P8	Contig:27:4700.22:1,Contig:111:158.453:1
PBF_P9	Contig:85:219.072:1
PBF_P10	Contig:71:128.847:1
