plasmid	contigs
PBF_P1	60:1
PBF_P2	79:1
PBF_P3	127:1,145:1,118:1,166:1,77:1,82:1,130:1
PBF_P4	87:1
PBF_P5	134:1,126:1,115:1,86:1,148:1,98:1,106:1,146:1
PBF_P6	7:1,64:1,21:1,61:1
PBF_P7	132:1,145:1,91:1,102:1,117:1,130:1,122:1,100:1,141:1,106:1,84:1,143:1,127:1,118:1,138:1,137:1,120:1,115:1,108:1,167:1,164:1,68:1
PBF_P8	35:1
PBF_P9	65:1
PBF_P10	85:1
PBF_P11	71:1
PBF_P12	69:1
PBF_P13	59:1
PBF_P14	56:1
PBF_P15	20:1
PBF_P16	34:1
PBF_P17	12:1
PBF_P18	83:1
PBF_P19	23:1
PBF_P20	48:1
PBF_P21	8:1
PBF_P22	31:1
PBF_P23	41:1
PBF_P24	36:1
PBF_P25	57:1
PBF_P26	2:1
PBF_P27	44:1
PBF_P28	73:1
PBF_P29	3:1
PBF_P30	24:1
