plasmid	contigs
PBF_P1	90:1
PBF_P2	110:1,112:1,52:1,94:1,128:1,164:1,120:1,84:1,116:1,129:1,79:1,143:1,167:1,123:1,130:1,127:1,102:1
PBF_P3	106:1,98:1,129:1,87:1,91:1,60:1,115:1,126:1,164:1,111:1,134:1
PBF_P4	77:1
PBF_P5	143:1,118:1,68:1
PBF_P6	86:1
PBF_P7	7:1,61:1,21:1,64:1
PBF_P8	3:1
PBF_P9	8:1
PBF_P10	12:1
PBF_P11	20:1
PBF_P12	24:1
PBF_P13	23:1
PBF_P14	31:1
PBF_P15	25:1
PBF_P16	36:1
PBF_P17	34:1
PBF_P18	37:1
PBF_P19	41:1
PBF_P20	44:1
PBF_P21	51:1
PBF_P22	35:1
PBF_P23	58:1
PBF_P24	48:1
PBF_P25	56:1
PBF_P26	57:1
PBF_P27	59:1
PBF_P28	65:1
PBF_P29	72:1
PBF_P30	73:1
PBF_P31	69:1
PBF_P32	71:1
PBF_P33	78:1
PBF_P34	80:1
PBF_P35	83:1
PBF_P36	85:1
PBF_P37	92:1
