plasmid	contigs
PBF_P1	247:1,326:1
PBF_P2	144:1
PBF_P3	362:1,326:1,338:1,47:1,330:1,167:1,106:1
PBF_P4	326:1,209:1,299:1
PBF_P5	42:1,326:1
PBF_P6	174:1
PBF_P7	161:1
PBF_P8	115:1,327:1
PBF_P9	55:1
PBF_P10	48:1
PBF_P11	99:1,366:1,351:1
PBF_P12	291:1,361:1,347:1,154:1
PBF_P13	151:1
PBF_P14	163:1,362:1,326:1,235:1
PBF_P15	158:1,327:1,61:1
PBF_P16	166:1
PBF_P17	148:1
PBF_P18	127:1
PBF_P19	152:1
PBF_P20	69:1
PBF_P21	218:1
PBF_P22	133:1
PBF_P23	122:1
PBF_P24	165:1
PBF_P25	64:1
PBF_P26	231:1
PBF_P27	220:1
PBF_P28	210:1,327:1
PBF_P29	182:1
PBF_P30	255:1,228:1,327:1
PBF_P31	168:1
PBF_P32	150:1
PBF_P33	87:1
PBF_P34	6:1
PBF_P35	259:1
PBF_P36	188:1
PBF_P37	100:1,327:1
PBF_P38	230:1
PBF_P39	256:1
PBF_P40	238:1
PBF_P41	362:1,326:1,327:1,104:1,1:1,171:1
PBF_P42	38:1
PBF_P43	170:1
PBF_P44	83:1
PBF_P45	72:1
PBF_P46	204:1
PBF_P47	226:1
PBF_P48	102:1
PBF_P49	244:1
PBF_P50	215:1
PBF_P51	194:1
PBF_P52	107:1
PBF_P53	59:1
PBF_P54	179:1
PBF_P55	123:1
PBF_P56	162:1
PBF_P57	180:1
PBF_P58	343:1,340:1,191:1
PBF_P59	103:1
PBF_P60	27:1
PBF_P61	222:1
PBF_P62	229:1
PBF_P63	224:1
PBF_P64	190:1
PBF_P65	252:1
PBF_P66	172:1
PBF_P67	261:1
PBF_P68	203:1
