plasmid	contigs	copy_number
PBF_P1	Contig:103:62.775:3p:1:71:1,Contig:103:62.775:3p:1:266:1,Contig:83:128.116:1,Contig:103:62.775:3p:1:50:1,Contig:103:62.775:3p:1:74:1,Contig:103:62.775:3p:1:69:1	1.940611291195453
PBF_P2	Contig:186:61.1048:5p:1:14:1,Contig:244:138.608:1,Contig:103:62.775:3p:1:267:1,Contig:234:127.173:1,Contig:103:62.775:3p:1:266:1,Contig:7:135.357:1,Contig:107:165.676:3p:1:40:1,Contig:103:62.775:3p:1:167:1,Contig:49:96.3265:1,Contig:186:61.1048:5p:1:13:1,Contig:100:188.795:1,Contig:103:62.775:3p:1:210:1,Contig:186:61.1048:5p:1:23:1,Contig:268:148.074:5p:1:3:1,Contig:103:62.775:3p:1:71:1,Contig:263:104.716:1,Contig:103:62.775:3p:1:207:1,Contig:85:59.5893:1,Contig:253:58.4729:1,Contig:47:89.2652:1,Contig:103:62.775:3p:1:208:1,Contig:221:1032.09:1,Contig:100:188.795:3p:1:10:1,Contig:103:62.775:3p:1:250:1,Contig:186:61.1048:5p:1:21:1,Contig:107:165.676:3p:1:37:1,Contig:161:97.5693:5p:1:2:1,Contig:30:140.964:1,Contig:67:101.375:1,Contig:83:128.116:3p:1:2:1,Contig:83:128.116:3p:1:3:1,Contig:107:165.676:3p:1:43:1,Contig:268:148.074:5p:1:6:1,Contig:100:188.795:3p:1:8:1,Contig:100:188.795:3p:1:11:1,Contig:103:62.775:3p:1:168:1,Contig:186:61.1048:5p:1:15:1,Contig:143:1368.28:1,Contig:129:110.289:1,Contig:268:148.074:1,Contig:107:165.676:3p:1:36:1	0.6397868814198877
PBF_P3	Contig:221:1032.09:1,Contig:103:62.775:3p:1:141:1,Contig:103:62.775:3p:1:263:1,Contig:143:1368.28:1,Contig:103:62.775:3p:1:266:1,Contig:103:62.775:3p:1:281:1,Contig:120:201.738:1,Contig:103:62.775:3p:1:195:1,Contig:47:89.2652:1,Contig:263:104.716:1,Contig:103:62.775:3p:1:196:1,Contig:103:62.775:3p:1:140:1,Contig:103:62.775:3p:1:269:1,Contig:69:134.06:1	0.8781605444150611
PBF_P4	Contig:103:62.775:3p:1:264:1,Contig:103:62.775:3p:1:158:1,Contig:103:62.775:3p:1:59:1,Contig:226:68.5003:1,Contig:103:62.775:3p:1:43:1,Contig:220:121.339:1,Contig:11:146.299:3p:1:4:1,Contig:103:62.775:3p:1:84:1,Contig:103:62.775:3p:1:151:1,Contig:137:156.014:5p:1:7:1,Contig:103:62.775:3p:1:250:1,Contig:103:62.775:3p:1:111:1,Contig:137:156.014:5p:1:21:1,Contig:137:156.014:5p:1:11:1,Contig:124:208.449:1,Contig:103:62.775:3p:1:248:1,Contig:103:62.775:3p:1:40:1,Contig:103:62.775:3p:1:271:1,Contig:168:96.9109:1,Contig:103:62.775:3p:1:280:1,Contig:103:62.775:3p:1:50:1,Contig:103:62.775:3p:1:186:1,Contig:103:62.775:3p:1:281:1,Contig:103:62.775:3p:1:120:1,Contig:103:62.775:3p:1:191:1,Contig:103:62.775:3p:1:160:1,Contig:103:62.775:3p:1:257:1,Contig:103:62.775:3p:1:115:1,Contig:139:106.502:3p:1:6:1,Contig:103:62.775:3p:1:128:1,Contig:77:196.846:1,Contig:101:265.054:1,Contig:224:137.054:1,Contig:221:1032.09:1,Contig:103:62.775:3p:1:118:1,Contig:139:106.502:1,Contig:11:146.299:5p:1:15:1,Contig:11:146.299:5p:1:12:1,Contig:137:156.014:5p:1:14:1,Contig:39:102.457:1,Contig:38:252.617:1,Contig:17:73.2642:1,Contig:103:62.775:3p:1:168:1,Contig:103:62.775:3p:1:215:1,Contig:137:156.014:5p:1:2:1,Contig:143:1368.28:1,Contig:103:62.775:3p:1:254:1,Contig:103:62.775:3p:1:255:1,Contig:237:139.445:1,Contig:96:61.0417:1,Contig:103:62.775:3p:1:161:1,Contig:103:62.775:3p:1:196:1,Contig:228:127.927:1,Contig:243:82.3871:1,Contig:11:146.299:1,Contig:103:62.775:3p:1:221:1,Contig:103:62.775:3p:1:36:1,Contig:103:62.775:3p:1:38:1,Contig:137:156.014:5p:1:13:1,Contig:103:62.775:3p:1:154:1,Contig:103:62.775:3p:1:140:1,Contig:103:62.775:3p:1:119:1,Contig:39:102.457:5p:1:6:1,Contig:103:62.775:3p:1:141:1,Contig:103:62.775:3p:1:148:1,Contig:103:62.775:3p:1:52:1,Contig:11:146.299:3p:1:7:1,Contig:240:167.313:1,Contig:103:62.775:3p:1:156:1,Contig:11:146.299:5p:1:7:1,Contig:32:95.991:1,Contig:139:106.502:3p:1:14:1,Contig:103:62.775:3p:1:263:1,Contig:103:62.775:3p:1:155:1,Contig:137:156.014:5p:1:10:1,Contig:269:62.8617:1,Contig:103:62.775:3p:1:167:1,Contig:103:62.775:3p:1:89:1,Contig:103:62.775:3p:1:288:1,Contig:103:62.775:3p:1:124:1,Contig:103:62.775:3p:1:198:1,Contig:103:62.775:3p:1:184:1,Contig:103:62.775:3p:1:245:1,Contig:145:111.264:1,Contig:103:62.775:3p:1:83:1,Contig:158:62.4995:1,Contig:103:62.775:3p:1:236:1,Contig:11:146.299:3p:1:3:1,Contig:103:62.775:3p:1:269:1,Contig:103:62.775:3p:1:213:1,Contig:168:96.9109:3p:1:3:1,Contig:8:121.307:1,Contig:103:62.775:3p:1:39:1,Contig:39:102.457:5p:1:1:1,Contig:103:62.775:3p:1:253:1,Contig:103:62.775:3p:1:44:1,Contig:69:134.06:1	0.5246148642805076
PBF_P9,PBF_P5	Contig:103:62.775:3p:1:254:1,Contig:94:101.88:1,Contig:103:62.775:3p:1:161:1,Contig:103:62.775:3p:1:156:1,Contig:32:95.991:1,Contig:103:62.775:3p:1:186:1,Contig:103:62.775:3p:1:281:1,Contig:226:68.5003:1,Contig:103:62.775:3p:1:191:1,Contig:120:201.738:1,Contig:103:62.775:3p:1:84:1,Contig:77:196.846:1,Contig:103:62.775:3p:1:245:1,Contig:103:62.775:3p:1:111:1,Contig:103:62.775:3p:1:83:1,Contig:103:62.775:3p:1:140:1,Contig:103:62.775:3p:1:248:1,Contig:103:62.775:3p:1:141:1,Contig:143:1368.28:1,Contig:103:62.775:3p:1:213:1,Contig:168:96.9109:3p:1:3:1,Contig:168:96.9109:1,Contig:69:134.06:1	0.0
PBF_P6	Contig:103:62.775:3p:1:221:1,Contig:221:1032.09:1,Contig:53:72.3331:1,Contig:103:62.775:3p:1:186:1,Contig:103:62.775:3p:1:264:1,Contig:103:62.775:3p:1:263:1,Contig:120:201.738:1,Contig:103:62.775:3p:1:191:1,Contig:103:62.775:3p:1:269:1,Contig:69:134.06:1	0.8202939556591039
PBF_P7	Contig:139:106.502:3p:1:14:1,Contig:274:383.265:5p:1:6:1,Contig:103:62.775:3p:1:59:1,Contig:103:62.775:3p:1:263:1,Contig:137:156.014:5p:1:10:1,Contig:220:121.339:1,Contig:103:62.775:3p:1:167:1,Contig:72:388.934:5p:1:3:1,Contig:228:127.927:1,Contig:274:383.265:1,Contig:139:106.502:3p:1:6:1,Contig:243:82.3871:1,Contig:11:146.299:3p:1:4:1,Contig:72:388.934:5p:1:6:1,Contig:137:156.014:5p:1:7:1,Contig:11:146.299:1,Contig:91:54.4124:1,Contig:139:106.502:1,Contig:221:1032.09:1,Contig:277:60.3521:1,Contig:11:146.299:5p:1:15:1,Contig:252:62.304:3p:1:2:1,Contig:137:156.014:5p:1:13:1,Contig:103:62.775:3p:1:245:1,Contig:11:146.299:5p:1:12:1,Contig:103:62.775:3p:1:250:1,Contig:137:156.014:5p:1:14:1,Contig:137:156.014:5p:1:21:1,Contig:103:62.775:3p:1:111:1,Contig:137:156.014:5p:1:11:1,Contig:11:146.299:3p:1:3:1,Contig:103:62.775:3p:1:269:1,Contig:103:62.775:3p:1:168:1,Contig:72:388.934:1,Contig:137:156.014:5p:1:2:1,Contig:143:1368.28:1,Contig:72:388.934:5p:1:12:1,Contig:8:121.307:1,Contig:11:146.299:3p:1:7:1,Contig:267:57.6618:1,Contig:72:388.934:5p:1:9:1,Contig:237:139.445:1,Contig:11:146.299:5p:1:7:1,Contig:103:62.775:3p:1:50:1	0.5411338946473347
PBF_P8	Contig:274:383.265:5p:1:6:1,Contig:103:62.775:3p:1:186:1,Contig:103:62.775:3p:1:263:1,Contig:103:62.775:3p:1:43:1,Contig:103:62.775:3p:1:120:1,Contig:269:62.8617:1,Contig:103:62.775:3p:1:191:1,Contig:103:62.775:3p:1:160:1,Contig:103:62.775:3p:1:167:1,Contig:72:388.934:5p:1:3:1,Contig:103:62.775:3p:1:115:1,Contig:274:383.265:1,Contig:120:201.738:1,Contig:72:388.934:5p:1:6:1,Contig:103:62.775:3p:1:36:1,Contig:101:265.054:1,Contig:103:62.775:3p:1:38:1,Contig:221:1032.09:1,Contig:91:54.4124:1,Contig:277:60.3521:1,Contig:252:62.304:3p:1:2:1,Contig:103:62.775:3p:1:250:1,Contig:158:62.4995:1,Contig:103:62.775:3p:1:269:1,Contig:103:62.775:3p:1:119:1,Contig:103:62.775:3p:1:168:1,Contig:72:388.934:1,Contig:53:72.3331:1,Contig:103:62.775:3p:1:40:1,Contig:72:388.934:5p:1:9:1,Contig:103:62.775:3p:1:44:1,Contig:72:388.934:5p:1:12:1,Contig:96:61.0417:1	0.8202939556591039
PBF_P10	Contig:123:11.1938:1	0.1692814780787627
PBF_P11	Contig:176:11.8819:1	0.18956265662993804
PBF_P12	Contig:28:11.1682:1	0.1674439963228542
PBF_P13	Contig:276:12.71:1	0.20333892142138
PBF_P14	Contig:26:15.2374:1	0.23907056326450643
PBF_P15	Contig:151:11.0382:1	0.16712101863748002
PBF_P16	Contig:109:12.02:1	0.1709743492097417
PBF_P17	Contig:66:9.30865:1	0.14132605172974455
