plasmid	contigs	copy_number
PBF_P2,PBF_P1,PBF_P3	238:1,331:1,127:1,184:1	3.571324790656945
PBF_P25,PBF_P20,PBF_P14,PBF_P19,PBF_P5,PBF_P16,PBF_P4,PBF_P17,PBF_P33,PBF_P10,PBF_P6	334:1,252:1,143:1,200:1,183:1,385:1,296:1,336:1,315:1,245:1,303:1,65:1,384:1,390:1,96:1,237:1,241:1,349:1,356:1,182:1,222:1,376:1,351:1,194:1,329:1,98:1,250:1	0.0
PBF_P12,PBF_P7	71:1,76:1,360:1,2:1,377:1	0.9991658713879588
PBF_P8	159:1	1.5946908445499939
PBF_P9	38:1	1.1654700022055282
PBF_P11	319:1,138:1	0.7958688600713801
PBF_P13	149:1	1.027396630245838
PBF_P15	24:1	1.2253014831392086
PBF_P18	153:1	0.6684537366975825
PBF_P21	114:1	0.9425287476468269
PBF_P22	139:1	0.6332614533279954
PBF_P23	178:1	0.7321422785090631
PBF_P24	137:1	0.7952747345788121
PBF_P26	128:1	0.8386798491369762
PBF_P27	74:1	0.7252946888585294
PBF_P28	218:1	0.645049007669175
PBF_P29	226:1	0.5106131890576542
PBF_P30	221:1	0.827233985619121
PBF_P31	217:1	0.7124357287179611
PBF_P32	234:1	0.4521531075471915
PBF_P34	244:1	0.5944713370203629
PBF_P35	164:1	0.5788079068702721
PBF_P36	147:1	0.6877400863605337
PBF_P37	243:1	0.5962033559565459
PBF_P38	214:1	0.41694932616414776
PBF_P39	219:1	0.4650329731667724
PBF_P40	216:1	0.5116657799259319
PBF_P41	148:1	0.3285546892557336
