plasmid	contigs
GP_6	2:1,71:1,76:1,205:1,224:1,346:1,347:1,360:1,361:1,377:1,381:1
GP_unb_19,GP_unb_2,GP_unb_11,GP_unb_15,GP_unb_9,GP_unb_14,GP_unb_23,GP_unb_6,GP_unb_25,GP_unb_3,GP_0,GP_unb_12,GP_unb_4,GP_unb_24,GP_1,GP_unb_22,GP_unb_17,GP_unb_7,GP_7,GP_unb_1,GP_2,GP_unb_13,GP_unb_5	387:1,222:1,358:1,368:1,353:1,365:1,391:1,345:1,393:1,241:1,17:1,60:1,65:1,118:1,200:1,252:1,272:1,273:1,287:1,307:1,334:1,385:1,359:1,303:1,392:1,96:1,98:1,143:1,182:1,237:1,250:1,255:1,284:1,297:1,306:1,315:1,349:1,356:1,390:1,382:1,348:1,321:1,326:1,332:1,344:1,145:1,152:1,169:1,183:1,192:1,194:1,206:1,207:1,276:1,295:1,318:1,329:1,339:1,342:1,343:1,351:1,366:1,367:1,371:1,372:1,376:1,363:1,338:1
GP_Isolated_0	24:1
GP_Isolated_1	38:1
GP_Isolated_2	74:1
GP_Isolated_3	114:1
GP_3	127:1,184:1,238:1,331:1
GP_Isolated_4	128:1
GP_Isolated_5	137:1
GP_4	138:1,176:1,242:1,319:1
GP_Isolated_6	139:1
GP_Isolated_7	147:1
GP_Isolated_8	148:1
GP_Isolated_9	149:1
GP_Isolated_10	153:1
GP_Isolated_11	158:1
GP_5,GP_unb_18,GP_unb_10,GP_unb_8,GP_unb_16	159:1,340:1,355:1,369:1,370:1,383:1,354:1,352:1,378:1
GP_Isolated_12	164:1
GP_Isolated_13	172:1
GP_Isolated_14	175:1
GP_Isolated_15	178:1
GP_Isolated_16	202:1
GP_Isolated_17	208:1
GP_Isolated_18	213:1
GP_Isolated_19	214:1
GP_Isolated_20	216:1
GP_Isolated_21	217:1
GP_Isolated_22	218:1
GP_Isolated_23	219:1
GP_Isolated_24	221:1
GP_Isolated_25	226:1
GP_Isolated_26	231:1
GP_Isolated_27	234:1
GP_Isolated_28	240:1
GP_Isolated_29	243:1
GP_Isolated_30	244:1
GP_Isolated_31	253:1
GP_Isolated_32	256:1
GP_Isolated_33	261:1
GP_Isolated_34	265:1
GP_Isolated_35	266:1
GP_Isolated_36	268:1
GP_Isolated_37	271:1
GP_Isolated_38	274:1
GP_Isolated_39	278:1
GP_Isolated_40	280:1
GP_Isolated_41	289:1
GP_Isolated_42	290:1
GP_Isolated_43	291:1
GP_Isolated_44	294:1
GP_Isolated_45	298:1
GP_Isolated_46	299:1
GP_Isolated_47	300:1
GP_Isolated_48	302:1
GP_Isolated_49	310:1
GP_Isolated_50	311:1
GP_Isolated_51	314:1
GP_Isolated_52	316:1
GP_Isolated_53	322:1
GP_Isolated_54	327:1
GP_unb_20,GP_8,GP_unb_21	388:1,335:1,373:1,386:1,389:1
