plasmid	contigs	copy_number
PBF_P1	122:1	3.3787668398568376
PBF_P4,PBF_P3,PBF_P6,PBF_P2,PBF_P14	80:1,211:1,119:1,163:1,178:1,143:1	0.6880923560529482
PBF_P5	19:1	1.0446215569893245
PBF_P7	113:1	0.6861410667832609
PBF_P8	88:1	0.7994293100257707
PBF_P9	54:1	0.5763087310300927
PBF_P10	140:1	0.486888223442295
PBF_P11	108:1	0.7410368587890986
PBF_P12	137:1	0.3971792574490286
PBF_P13	131:1	0.7328145956526076
PBF_P15	141:1	0.6831310312890762
PBF_P16	109:1	0.2884766611366107
PBF_P17	152:1	0.26840695054675956
