plasmid	contigs
PBF_P1	88:1,81:1,83:1,63:1,163:1,110:1
PBF_P2	163:1,110:1,52:1
PBF_P3	67:1,99:1,85:1,94:1
PBF_P4	58:1
PBF_P5	32:1,166:1,96:1,61:1,66:1,29:1,62:1,68:1,156:1,48:1,133:1,128:1,139:1,110:1,130:1,79:1,46:1,73:1,163:1,149:1,77:1,95:1,42:1,117:1,84:1,92:1,65:1,148:1,120:1,161:1,105:1,106:1
PBF_P6	98:1,143:1,96:1,166:1,66:1,62:1,68:1,156:1,60:1,48:1,132:1,133:1,128:1,139:1,55:1,110:1,130:1,82:1,46:1,146:1,73:1,78:1,163:1,168:1,140:1,149:1,77:1,80:1,88:1,59:1,95:1,85:1,69:1,64:1,117:1,84:1,92:1,65:1,36:1,107:1,148:1,94:1,120:1,105:1,106:1
PBF_P7	110:1,59:1
PBF_P8	64:1,106:1
PBF_P9	110:1,65:1
PBF_P10	96:1,55:1
PBF_P11	96:1,69:1
PBF_P12	164:1,56:1,86:1,87:1,96:1,47:1,139:1,148:1
