plasmid	contigs
GP_0	20:1,24:1,57:1,62:1,67:1,72:1,74:1,76:1,77:1,82:1,85:1,92:1,102:1,104:1,105:1,106:1,107:1,108:1,111:1,112:1,122:1,124:1,125:1,132:1,133:1,134:1,135:1,139:1,141:1,143:1,146:1,147:1,149:1,151:1,152:1,155:1,156:1,157:1,158:1,159:1,162:1,163:1,164:1,166:1,170:1,171:1,172:1,173:1,174:1,177:1,178:1,179:1,180:1,181:1,184:1,185:1,186:1,187:1,189:1,190:1,191:1,193:1,198:1,201:1,202:1,206:1,211:1,213:1,222:1,228:1,229:1,230:1,232:1,235:1,236:1,241:1,245:1,248:1,249:1,252:1,253:1,257:1,259:1,260:1,261:1,267:1,269:1,278:1,284:1
GP_2	95:1,146:1,161:1
GP_1	116:1
GP_unb_1	148:1
GP_unb_2	175:1
GP_unb_3	192:1
GP_unb_4	195:1
GP_unb_5	197:1
GP_unb_6	199:1
GP_unb_7	200:1
GP_unb_8	204:1
GP_unb_9	207:1
GP_unb_10	208:1
GP_unb_11	212:1
GP_unb_12	214:1
GP_unb_13	215:1
GP_unb_14	216:1
GP_unb_15	217:1
GP_unb_16	218:1
GP_unb_17	219:1
GP_unb_18	220:1
GP_unb_19	223:1
GP_unb_20	225:1
GP_unb_21	226:1
GP_unb_22	227:1
GP_unb_23	231:1
GP_unb_24	237:1
GP_unb_25	238:1
GP_unb_26	239:1
GP_unb_27	240:1
GP_unb_28	242:1
GP_unb_29	246:1
GP_unb_30	247:1
GP_unb_31	250:1
GP_unb_32	251:1
GP_unb_33	254:1
GP_unb_34	255:1
GP_unb_35	258:1
GP_unb_36	262:1
GP_unb_37	264:1
GP_unb_38	265:1
GP_unb_39	266:1
GP_unb_40	270:1
GP_unb_41	272:1
GP_unb_42	273:1
GP_unb_43	275:1
GP_unb_44	277:1
GP_unb_45	280:1
GP_unb_46	282:1
GP_unb_47	283:1
