plasmid	contigs	copy_number
PBF_P1	Contig:1:230.789:Circ:1	2.0765216190951223
PBF_P7,PBF_P2,PBF_P13	Contig:299:119.89:1,Contig:133:218.841:1,Contig:394:40.5154:1,Contig:290:41.1701:1,Contig:25:208.355:5p:1:3:1	0.0939283529478416
PBF_P3	Contig:147:148.151:5p:1:8:1,Contig:305:237.718:1,Contig:147:148.151:5p:1:16:1,Contig:147:148.151:5p:1:10:1,Contig:351:75.6436:1	0.7007930614597138
PBF_P4,PBF_P12	Contig:147:148.151:1,Contig:147:148.151:5p:1:8:1,Contig:279:116.908:1,Contig:305:237.718:1,Contig:147:148.151:5p:1:16:1,Contig:147:148.151:5p:1:10:1,Contig:147:148.151:5p:1:9:1,Contig:147:148.151:5p:1:12:1	0.0
PBF_P5,PBF_P6	Contig:323:631.561:1,Contig:229:106.428:1,Contig:162:89.7919:1,Contig:202:73.5769:5p:1:10:1,Contig:202:73.5769:5p:1:9:1,Contig:202:73.5769:5p:1:5:1,Contig:38:101.481:1,Contig:311:131.746:1	0.8952040468066116
PBF_P8	Contig:284:171.92:1	1.4335549185362733
PBF_P9	Contig:24:119.36:1	1.0707694266962038
PBF_P10	Contig:70:99.599:1	0.9946950691446987
PBF_P11	Contig:330:86.8898:1	0.867788862260225
PBF_P14	Contig:128:68.332:1	0.6504655314342429
PBF_P15	Contig:382:96.5557:1	0.9775902158801916
PBF_P16	Contig:43:80.2033:1	0.79670041905155
PBF_P17	Contig:222:77.4295:1	0.7762902307124502
PBF_P18	Contig:367:104.863:1	0.9160984763182548
PBF_P19	Contig:329:68.1971:1	0.6578766715825015
PBF_P20	Contig:364:63.226:1	0.6354811611416207
PBF_P21	Contig:99:70.7574:1	0.6904740893239635
PBF_P22	Contig:154:68.3199:1	0.6809542378849341
PBF_P23	Contig:111:60.8449:1	0.4808736157999769
