plasmid	contigs
PBF_P1	Contig:3:8985.95:Circ:1
PBF_P2	Contig:2:3920:Circ:1
PBF_P3	Contig:51:179.972:1,Contig:17:123.118:1,Contig:18:130.309:1,Contig:22:243.174:1,Contig:104:186.291:3p:1:15:1,Contig:84:835.709:1,Contig:108:141.776:1,Contig:82:133.441:1,Contig:46:115.922:1,Contig:51:179.972:5p:1:3:1
PBF_P4	Contig:88:178.494:1
PBF_P5	Contig:67:111.332:1,Contig:118:107.676:1,Contig:84:835.709:1
PBF_P6	Contig:104:186.291:1
PBF_P7	Contig:79:130.543:1
PBF_P8	Contig:50:133.527:1
PBF_P9	Contig:10:140.197:1
PBF_P10	Contig:75:103.991:1
