plasmid	contigs
GP_1	11:1,19:1,22:1,25:1,27:1,28:1,29:1,30:1,31:1,32:1,33:1,34:1,36:1,37:1,38:1,40:1,41:1,42:1,43:1,44:1,45:1,46:1,47:1,49:1,50:1,51:1,52:1,54:1,55:1,56:1,59:1,66:1,67:1,83:1,92:1,93:1,96:1
GP_0	18:1,87:1
GP_2	21:1
GP_unb_1	57:1
GP_unb_2	60:1
GP_unb_3	61:1
GP_unb_4	62:1
GP_unb_5	68:1
GP_unb_6	71:1
GP_unb_7	72:1
GP_unb_8	74:1
GP_unb_9	75:1
GP_unb_10	77:1
GP_unb_11	78:1
GP_unb_12	79:1
GP_unb_13	80:1
GP_unb_14	81:1
GP_unb_15	84:1
GP_unb_16	85:1
GP_unb_17	86:1
GP_unb_18	90:1
GP_unb_19	94:1
GP_unb_20	95:1
GP_unb_21	97:1
GP_unb_22	98:1
