plasmid	contigs
PBF_P1	73:1,127:1,139:1
PBF_P2	76:1,127:1,55:1,80:1,162:1,168:1,120:1,142:1,110:1,64:1,106:1,78:1,105:1,115:1,84:1,132:1,143:1,148:1,167:1,166:1,139:1,109:1,134:1,94:1,74:1,100:1,126:1,160:1,113:1,95:1,87:1,83:1,107:1,150:1,158:1
PBF_P3	76:1,127:1,162:1,89:1,91:1,142:1,110:1,106:1,64:1,103:1,78:1,104:1,17:1,105:1,115:1,132:1,143:1,163:1,148:1,167:1,70:1,114:1,4:1,166:1,117:1,109:1,161:1,139:1,134:1,94:1,74:1,19:1,118:1,100:1,61:1,126:1,160:1,112:1,138:1,69:1,95:1,87:1,97:1,122:1,83:1,71:1,129:1,107:1,150:1,158:1
PBF_P4	76:1,127:1,62:1,162:1,42:1,89:1,142:1,110:1,64:1,106:1,103:1,78:1,104:1,105:1,84:1,115:1,143:1,148:1,163:1,132:1,145:1,167:1,70:1,114:1,139:1,161:1,109:1,134:1,94:1,19:1,100:1,160:1,69:1,95:1,97:1,122:1,83:1,71:1,129:1,107:1,150:1,79:1,158:1
PBF_P5	76:1,127:1,62:1,162:1,42:1,89:1,142:1,110:1,106:1,64:1,103:1,78:1,104:1,105:1,84:1,132:1,143:1,163:1,148:1,145:1,167:1,70:1,139:1,109:1,134:1,94:1,19:1,100:1,160:1,95:1,97:1,122:1,83:1,71:1,129:1,107:1,135:1,150:1,79:1,158:1
PBF_P6	76:1,127:1,62:1,162:1,42:1,89:1,142:1,110:1,64:1,106:1,103:1,104:1,105:1,84:1,132:1,148:1,143:1,145:1,167:1,70:1,109:1,139:1,134:1,94:1,100:1,160:1,95:1,81:1,122:1,83:1,71:1,129:1,107:1,150:1,79:1,158:1
PBF_P7	76:1,127:1,162:1,142:1,110:1,106:1,64:1,103:1,104:1,105:1,84:1,21:1,132:1,143:1,163:1,145:1,148:1,167:1,70:1,109:1,139:1,134:1,94:1,100:1,160:1,36:1,95:1,81:1,122:1,83:1,129:1,107:1,135:1,150:1,45:1,158:1
PBF_P8	76:1,127:1,162:1,142:1,110:1,64:1,106:1,104:1,105:1,84:1,21:1,132:1,163:1,145:1,143:1,148:1,167:1,109:1,139:1,134:1,94:1,100:1,160:1,36:1,95:1,81:1,122:1,83:1,129:1,107:1,135:1,150:1,45:1,158:1
PBF_P9	102:1,76:1,127:1,142:1,106:1,86:1,78:1,104:1,105:1,84:1,143:1,148:1,163:1,145:1,132:1,167:1,139:1,134:1,94:1,63:1,96:1,100:1,133:1,160:1,36:1,95:1,122:1,151:1,83:1,129:1,107:1,135:1,150:1,45:1
PBF_P10	132:1,95:1,134:1,83:1,96:1,100:1,143:1,148:1,150:1,86:1,167:1,110:1
PBF_P11	95:1,84:1,110:1
PBF_P12	102:1,113:1,78:1,151:1,105:1,38:1,107:1,142:1,150:1
PBF_P13	101:1,159:1,146:1,131:1,78:1,157:1,154:1,107:1,68:1,142:1,150:1,57:1,99:1,165:1
PBF_P14	55:1,168:1,120:1,142:1,106:1,104:1,105:1,143:1,132:1,148:1,167:1,134:1,63:1,100:1,113:1,81:1,151:1,107:1,150:1,35:1
PBF_P15	113:1,55:1,63:1,81:1,104:1,168:1,120:1,151:1,105:1,107:1,142:1,150:1
PBF_P16	113:1,55:1
