plasmid	contigs
PBF_P1	56:1
PBF_P2	61:1
PBF_P3	141:1,121:1,67:1,53:1,88:1,98:1,158:1,105:1,57:1,39:1,126:1,85:1,174:1,41:1,59:1,90:1,84:1,50:1,92:1,113:1,142:1,104:1,33:1,135:1,131:1,106:1,62:1,68:1,157:1,115:1
PBF_P4	58:1
PBF_P5	54:1
PBF_P6	141:1,33:1,153:1,85:1,131:1,59:1,87:1,146:1,68:1,166:1,57:1,92:1,115:1,130:1
PBF_P7	65:1
PBF_P8	141:1,153:1,121:1,130:1,88:1,98:1,158:1,146:1,39:1,164:1,41:1,90:1,84:1,92:1,113:1,145:1,131:1,87:1,62:1,166:1,157:1,115:1
PBF_P9	141:1,158:1,62:1,99:1,167:1,115:1
PBF_P10	89:1,46:1
