plasmid	contigs
GP_0	44:1,56:1,79:1,82:1,93:1,100:1,103:1,113:1,118:1,124:1,127:1,132:1,133:1,136:1,137:1,139:1,141:1,142:1,144:1,145:1,146:1,150:1,152:1,155:1,156:1,157:1,159:1,160:1,161:1,162:1,165:1,168:1,170:1,171:1,172:1,173:1,174:1,176:1,185:1,186:1,188:1,189:1,190:1,191:1,192:1,193:1,194:1,199:1,200:1,201:1,205:1,206:1,208:1,209:1,210:1,215:1,217:1,218:1,219:1,221:1,222:1,224:1,227:1,229:1,231:1,232:1,235:1,236:1,240:1,250:1,252:1,253:1,261:1,262:1,264:1,279:1,293:1,302:1,304:1,305:1,306:1,319:1,323:1,324:1,329:1,330:1,334:1,337:1,339:1,345:1,346:1,349:1,350:1,351:1,356:1
GP_1	154:1
GP_unb_1	238:1
GP_unb_2	242:1
GP_unb_3	243:1
GP_unb_4	247:1
GP_unb_5	251:1
GP_unb_6	254:1
GP_unb_7	257:1
GP_unb_8	258:1
GP_unb_9	259:1
GP_unb_10	263:1
GP_unb_11	267:1
GP_unb_12	268:1
GP_unb_13	274:1
GP_unb_14	276:1
GP_unb_15	277:1
GP_unb_16	281:1
GP_unb_17	283:1
GP_unb_18	284:1
GP_unb_19	285:1
GP_unb_20	286:1
GP_unb_21	287:1
GP_unb_22	288:1
GP_unb_23	289:1
GP_unb_24	292:1
GP_unb_25	294:1
GP_unb_26	295:1
GP_unb_27	296:1
GP_unb_28	298:1
GP_unb_29	299:1
GP_unb_30	310:1
GP_unb_31	311:1
GP_unb_32	312:1
GP_unb_33	314:1
GP_unb_34	316:1
GP_unb_35	320:1
GP_unb_36	321:1
GP_unb_37	327:1
GP_unb_38	343:1
GP_unb_39	347:1
GP_unb_40	348:1
GP_unb_41	357:1
GP_unb_42	358:1
GP_unb_43	359:1
