plasmid	contigs	copy_number
PBF_P1	Contig:16:143.265:1	3.0033234353266076
PBF_P2	Contig:1:87.3141:Circ:1	1.8245683085673812
PBF_P3,PBF_P6	Contig:30:51.4892:3p:1:7:1,Contig:26:48.5818:1,Contig:76:9.82042:1	0.191477781307185
PBF_P4	Contig:70:60.0701:1,Contig:40:29.957:1	0.6261751224875455
PBF_P5	Contig:46:11.1036:1,Contig:44:11.0308:1	0.20019921492572762
PBF_P7	Contig:35:9.55687:1	0.19531045858235863
PBF_P8	Contig:68:10.4778:1	0.21952415053957977
PBF_P9	Contig:22:9.87856:1	0.2062674186429295
PBF_P10	Contig:47:9.84947:1	0.2015241492685755
PBF_P11	Contig:32:9.92689:1	0.20699398198682784
PBF_P12	Contig:33:10.2064:1	0.2101626717542567
PBF_P13	Contig:8:9.34312:1	0.1926731109406122
PBF_P14	Contig:51:9.48397:1	0.19663475433345212
PBF_P15	Contig:74:9.01554:1	0.18500433651145604
PBF_P16	Contig:15:8.9745:1	0.1836769245303083
PBF_P17	Contig:39:9.32226:1	0.18883063410356715
PBF_P18	Contig:48:9.54631:1	0.19212196880950938
PBF_P19	Contig:21:17.5003:1	0.19301571952392896
PBF_P20	Contig:14:9.01802:1	0.18328668981151913
PBF_P21	Contig:27:10.7913:1	0.2134887572170177
