plasmid	contigs
GP_0	29:1,31:1,36:1,42:1,44:1,45:1,50:1,58:1,64:1,65:1,74:1,75:1,79:1,80:1,119:1,165:1
GP_1	49:1,57:1,67:1,81:1,87:1,88:1,105:1,147:1,197:1,208:1
GP_2	69:1,72:1,76:1
GP_3	82:1,136:1
GP_unb_1	84:1
GP_unb_2	85:1
GP_unb_3	90:1
GP_unb_4	91:1
GP_unb_5	92:1
GP_unb_6	93:1
GP_unb_7	94:1
GP_unb_8	95:1
GP_unb_9	96:1
GP_unb_10	97:1
GP_unb_11	98:1
GP_unb_12	99:1
GP_unb_13	100:1
GP_unb_14	103:1
GP_unb_15	104:1
GP_unb_16	107:1
GP_unb_17	108:1
GP_unb_18	111:1
GP_unb_19	112:1
GP_unb_20	113:1
GP_unb_21	117:1
GP_unb_22	118:1
GP_unb_23	121:1
GP_unb_24	123:1
GP_unb_25	124:1
GP_unb_26	125:1
GP_unb_27	127:1
GP_unb_28	128:1
GP_unb_29	129:1
GP_unb_30	130:1
GP_unb_31	131:1
GP_unb_32	137:1
GP_unb_33	138:1
GP_unb_34	139:1
GP_unb_35	141:1
GP_unb_36	144:1
GP_unb_37	146:1
GP_unb_38	152:1
GP_unb_39	153:1
GP_unb_40	156:1
GP_unb_41	157:1
GP_unb_42	159:1
GP_unb_43	162:1
GP_unb_44	164:1
GP_unb_45	169:1
GP_unb_46	170:1
GP_unb_47	172:1
GP_unb_48	174:1
GP_unb_49	175:1
GP_unb_50	177:1
GP_unb_51	179:1
GP_unb_52	180:1
GP_unb_53	181:1
GP_unb_54	182:1
GP_unb_55	185:1
GP_unb_56	186:1
GP_unb_57	189:1
GP_unb_58	194:1
GP_unb_59	195:1
GP_unb_60	201:1
GP_unb_61	202:1
GP_unb_62	204:1
GP_unb_63	205:1
GP_unb_64	209:1
