plasmid	contigs
GP_0	1:1,6:1,7:1,8:1,10:1,12:1,20:1,24:1,25:1,27:1,28:1,30:1,31:1,32:1,33:1,34:1,36:1,38:1,39:1,41:1,42:1,44:1,45:1,48:1,50:1,51:1,52:1,53:1,54:1,55:1,56:1,57:1,59:1,61:1,62:1,63:1,64:1,66:1,68:1,70:1,71:1,72:1,73:1,74:1,75:1,76:1,77:1,78:1,79:1,80:1,81:1,82:1,83:1,85:1,86:1,88:1,91:1,101:1,103:1,109:1,111:1,118:1,121:1,123:1,124:1,125:1,126:1,130:1,135:1,138:1,139:1
GP_1	49:1,70:1
GP_2	65:1,84:1,103:1,118:1
GP_unb_1	90:1
GP_unb_2	92:1
GP_unb_3	93:1
GP_unb_4	95:1
GP_unb_5	96:1
GP_unb_6	99:1
GP_unb_7	102:1
GP_unb_8	105:1
GP_unb_9	107:1
GP_unb_10	108:1
GP_unb_11	119:1
GP_unb_12	120:1
GP_unb_13	122:1
GP_unb_14	127:1
GP_unb_15	128:1
GP_unb_16	129:1
GP_unb_17	132:1
GP_unb_18	133:1
