plasmid	contigs	copy_number
PBF_P4,PBF_P16,PBF_P18,PBF_P3,PBF_P13,PBF_P2,PBF_P8,PBF_P1,PBF_P9,PBF_P5,PBF_P6,PBF_P10	138:1,95:1,75:1,145:1,129:1,124:1,130:1,146:1,148:1,150:1,123:1,143:1,113:1,106:1,9:1,132:1,112:1,85:1,30:1,147:1,110:1,126:1,135:1,125:1,141:1,133:1,77:1,122:1,127:1,153:1,139:1,109:1,84:1	0.0
PBF_P7	41:1	1.2009578975714577
PBF_P11	81:1	0.9508463261327966
PBF_P12	103:1	0.7483499211369469
PBF_P14	72:1	1.1313028616022116
PBF_P15	61:1	0.7361510077038209
PBF_P17	83:1	0.7495617192695138
PBF_P19	96:1	0.5966360923494595
PBF_P20	119:1	0.4750990596886146
PBF_P21	114:1	0.6670962458988464
