plasmid	contigs
GP_0	Contig:101:15.7118:1,Contig:105:444.016:1,Contig:113:485.298:1,Contig:132:126.562:1,Contig:139:29.0606:1,Contig:141:28.3948:1,Contig:143:33.4211:1,Contig:146:24.8617:1,Contig:157:240.972:1,Contig:158:39.0664:1,Contig:164:554.91:1,Contig:171:32.7127:1,Contig:174:16.2224:1,Contig:191:39.24:1,Contig:197:327.98:1,Contig:198:76.9969:1,Contig:203:29.6602:1,Contig:206:86.4528:1,Contig:210:110.77:1,Contig:211:437.538:1,Contig:213:53.5787:1,Contig:214:292.803:1,Contig:21:30.9365:1,Contig:24:44.1404:1,Contig:34:31.6909:1,Contig:37:130.613:1,Contig:39:49.1379:1,Contig:62:51.1593:1,Contig:72:29.2989:1,Contig:76:34.9834:1,Contig:79:133.981:1,Contig:85:103.379:1,Contig:99:32.3014:1,Contig:110:59.2039:3p:1:32:1,Contig:128:38.5349:3p:1:12:1,Contig:136:36.5654:3p:1:6:1,Contig:136:36.5654:3p:1:17:1,Contig:139:29.0606:5p:1:2:1,Contig:158:39.0664:5p:1:4:1,Contig:161:54.1178:5p:1:3:1
GP_2	Contig:106:44.2082:1,Contig:15:128.98:1,Contig:170:48.0777:1,Contig:49:43.9796:1,Contig:49:43.9796:3p:1:3:1,Contig:49:43.9796:3p:1:6:1
GP_1	Contig:108:85.9845:1,Contig:112:39.7482:1,Contig:114:419.959:1,Contig:120:47.359:1,Contig:125:51.8459:1,Contig:126:275.138:1,Contig:131:89.0245:1,Contig:132:126.562:1,Contig:133:410.372:1,Contig:140:50.1518:1,Contig:144:38.1631:1,Contig:147:421.821:1,Contig:14:519.377:1,Contig:153:34.2335:1,Contig:167:35.6378:1,Contig:188:12.2265:1,Contig:191:39.24:1,Contig:193:37.9083:1,Contig:194:189.674:1,Contig:199:44.0447:1,Contig:19:43.3264:1,Contig:201:39.5597:1,Contig:209:183.176:1,Contig:20:457.313:1,Contig:21:30.9365:1,Contig:223:28.1869:1,Contig:23:39.305:1,Contig:27:64.5046:1,Contig:35:10.3173:1,Contig:39:49.1379:1,Contig:56:23.2554:1,Contig:57:50.9508:1,Contig:61:67.2146:1,Contig:66:151.409:1,Contig:69:168.071:1,Contig:84:34.5496:1,Contig:96:533.582:1,Contig:102:41.101:3p:1:8:1,Contig:102:41.101:3p:1:16:1,Contig:102:41.101:3p:1:23:1,Contig:108:85.9845:5p:1:7:1,Contig:108:85.9845:5p:1:46:1,Contig:120:47.359:5p:1:6:1,Contig:120:47.359:5p:1:9:1,Contig:120:47.359:5p:1:12:1,Contig:136:36.5654:3p:1:6:1,Contig:136:36.5654:3p:1:17:1,Contig:57:50.9508:3p:1:2:1,Contig:57:50.9508:3p:1:4:1
GP_Isolated_0	Contig:111:31.1565:1
GP_Isolated_1	Contig:119:5.92479:1
GP_unb_1	Contig:137:13.2683:1
GP_Isolated_2	Contig:138:22.4965:1
GP_Isolated_3	Contig:150:14.3183:1
GP_Isolated_4	Contig:162:10.4614:1
GP_Isolated_5	Contig:17:16.7446:1
GP_3	Contig:183:125.676:1,Contig:184:57.5502:1,Contig:75:46.9301:1
GP_Isolated_6	Contig:18:10.4948:1
GP_4	Contig:1:1609.43:Circ:1
GP_Isolated_7	Contig:204:27.9157:1
GP_Isolated_8	Contig:221:24.262:1
GP_unb_2	Contig:54:61.8135:1
GP_Isolated_9	Contig:78:15.507:1
GP_Isolated_10	Contig:7:35.2656:1
GP_Isolated_11	Contig:80:16.5433:1
GP_Isolated_12	Contig:87:28.2926:1
GP_Isolated_13	Contig:95:16.9802:1
GP_unb_3	Contig:102:41.101:3p:1:15:1
GP_unb_4	Contig:103:689.112:3p:1:54:1
GP_unb_5	Contig:108:85.9845:5p:1:35:1
GP_unb_6	Contig:116:422.495:5p:1:8:1
GP_unb_7	Contig:126:275.138:5p:1:12:1
GP_unb_8	Contig:126:275.138:5p:1:14:1
GP_unb_9	Contig:126:275.138:5p:1:18:1
GP_unb_10	Contig:126:275.138:5p:1:25:1
GP_unb_11	Contig:136:36.5654:3p:1:13:1
GP_unb_12	Contig:158:39.0664:5p:1:6:1
GP_unb_13	Contig:158:39.0664:5p:1:15:1
GP_unb_14	Contig:160:41.5565:3p:1:15:1
GP_unb_15	Contig:49:43.9796:3p:1:12:1
GP_unb_16	Contig:96:533.582:3p:1:3:1
GP_unb_17	Contig:96:533.582:3p:1:4:1
